Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
SUDESTE;31;MG;312015;CRISOLITA;14;5.09%;12;4.36%;194;70.55%;33;12%;13;4.73%;9;3.27%;275
SUDESTE;31;MG;312020;CRISTAIS;5;2.22%;1;0.44%;133;59.11%;47;20.89%;22;9.78%;17;7.56%;225
SUDESTE;31;MG;312030;CRISTALIA;3;0.93%;11;3.4%;238;73.46%;42;12.96%;25;7.72%;5;1.54%;324
SUDESTE;31;MG;312040;CRISTIANO OTONI;1;1.39%;0;-;48;66.67%;13;18.06%;3;4.17%;7;9.72%;72
SUDESTE;31;MG;312050;CRISTINA;3;0.52%;10;1.75%;407;71.15%;88;15.38%;44;7.69%;20;3.5%;572
SUDESTE;31;MG;312060;CRUCILANDIA;6;2.94%;11;5.39%;132;64.71%;33;16.18%;11;5.39%;11;5.39%;204
SUDESTE;31;MG;312070;CRUZEIRO DA FORTALEZA;10;9.09%;5;4.55%;70;63.64%;14;12.73%;4;3.64%;7;6.36%;110
SUDESTE;31;MG;312080;CRUZILIA;4;2.37%;3;1.78%;113;66.86%;30;17.75%;11;6.51%;8;4.73%;169
SUDESTE;31;MG;312083;CUPARAQUE;3;0.9%;2;0.6%;234;70.48%;67;20.18%;11;3.31%;15;4.52%;332
SUDESTE;31;MG;312087;CURRAL DE DENTRO;21;2.98%;27;3.83%;590;83.69%;48;6.81%;16;2.27%;3;0.43%;705
SUDESTE;31;MG;312090;CURVELO;34;1.71%;44;2.21%;1.319;66.25%;318;15.97%;161;8.09%;115;5.78%;1.991
SUDESTE;31;MG;312100;DATAS;1;0.48%;4;1.9%;152;72.38%;35;16.67%;12;5.71%;6;2.86%;210
SUDESTE;31;MG;312110;DELFIM MOREIRA;6;2.64%;3;1.32%;126;55.51%;53;23.35%;18;7.93%;21;9.25%;227
SUDESTE;31;MG;312120;DELFINOPOLIS;2;1.17%;5;2.92%;114;66.67%;20;11.7%;23;13.45%;7;4.09%;171
SUDESTE;31;MG;312125;DELTA;5;2.11%;7;2.95%;156;65.82%;40;16.88%;19;8.02%;10;4.22%;237
SUDESTE;31;MG;312130;DESCOBERTO;3;3.75%;2;2.5%;41;51.25%;12;15%;11;13.75%;11;13.75%;80
SUDESTE;31;MG;312140;DESTERRO DE ENTRE RIOS;8;2.93%;16;5.86%;172;63%;37;13.55%;28;10.26%;12;4.4%;273
SUDESTE;31;MG;312150;DESTERRO DO MELO;3;3.75%;1;1.25%;60;75%;12;15%;3;3.75%;1;1.25%;80
SUDESTE;31;MG;312160;DIAMANTINA;49;2.38%;68;3.3%;1.434;69.51%;285;13.81%;145;7.03%;82;3.97%;2.063
SUDESTE;31;MG;312170;DIOGO DE VASCONCELOS;4;1.65%;15;6.2%;168;69.42%;29;11.98%;17;7.02%;9;3.72%;242
SUDESTE;31;MG;312180;DIONISIO;5;2.45%;5;2.45%;148;72.55%;28;13.73%;13;6.37%;5;2.45%;204
SUDESTE;31;MG;312190;DIVINESIA;0;-;8;7.55%;67;63.21%;16;15.09%;11;10.38%;4;3.77%;106
SUDESTE;31;MG;312200;DIVINO;14;1.65%;10;1.18%;656;77.09%;87;10.22%;60;7.05%;24;2.82%;851
SUDESTE;31;MG;312210;DIVINO DAS LARANJEIRAS;4;3.45%;3;2.59%;77;66.38%;14;12.07%;10;8.62%;8;6.9%;116
SUDESTE;31;MG;312220;DIVINOLANDIA DE MINAS;11;3.87%;16;5.63%;180;63.38%;37;13.03%;21;7.39%;19;6.69%;284
SUDESTE;31;MG;312230;DIVINOPOLIS;25;1.96%;31;2.43%;913;71.61%;175;13.73%;86;6.75%;45;3.53%;1.275
SUDESTE;31;MG;312235;DIVISA ALEGRE;11;3.93%;9;3.21%;200;71.43%;36;12.86%;9;3.21%;15;5.36%;280
SUDESTE;31;MG;312240;DIVISA NOVA;1;0.79%;3;2.36%;84;66.14%;24;18.9%;12;9.45%;3;2.36%;127
SUDESTE;31;MG;312245;DIVISOPOLIS;12;2.7%;18;4.04%;258;57.98%;83;18.65%;48;10.79%;26;5.84%;445
SUDESTE;31;MG;312247;DOM BOSCO;1;0.92%;2;1.83%;76;69.72%;16;14.68%;5;4.59%;9;8.26%;109
SUDESTE;31;MG;312250;DOM CAVATI;9;5.7%;4;2.53%;98;62.03%;24;15.19%;17;10.76%;6;3.8%;158
SUDESTE;31;MG;312260;DOM JOAQUIM;1;0.58%;5;2.91%;123;71.51%;25;14.53%;14;8.14%;4;2.33%;172
SUDESTE;31;MG;312270;DOM SILVERIO;4;2.26%;3;1.69%;100;56.5%;35;19.77%;26;14.69%;9;5.08%;177
SUDESTE;31;MG;312280;DOM VICOSO;1;2.56%;1;2.56%;28;71.79%;7;17.95%;1;2.56%;1;2.56%;39
SUDESTE;31;MG;312290;DONA EUSEBIA;0;-;3;2.86%;61;58.1%;16;15.24%;16;15.24%;9;8.57%;105
SUDESTE;31;MG;312300;DORES DE CAMPOS;6;4.88%;3;2.44%;57;46.34%;28;22.76%;14;11.38%;15;12.2%;123
SUDESTE;31;MG;312310;DORES DE GUANHAES;10;4.69%;6;2.82%;133;62.44%;40;18.78%;14;6.57%;10;4.69%;213
SUDESTE;31;MG;312320;DORES DO INDAIA;9;2.96%;6;1.97%;185;60.86%;52;17.11%;29;9.54%;23;7.57%;304
SUDESTE;31;MG;312330;DORES DO TURVO;1;1.14%;3;3.41%;64;72.73%;8;9.09%;6;6.82%;6;6.82%;88
SUDESTE;31;MG;312340;DORESOPOLIS;0;-;0;-;90;69.77%;20;15.5%;14;10.85%;5;3.88%;129
SUDESTE;31;MG;312350;DOURADOQUARA;0;-;4;6.67%;40;66.67%;6;10%;5;8.33%;5;8.33%;60
SUDESTE;31;MG;312352;DURANDE;10;3.12%;4;1.25%;217;67.6%;56;17.45%;29;9.03%;5;1.56%;321
SUDESTE;31;MG;312360;ELOI MENDES;12;2.99%;11;2.74%;229;57.11%;77;19.2%;33;8.23%;39;9.73%;401
SUDESTE;31;MG;312370;ENGENHEIRO CALDAS;16;3.49%;18;3.92%;318;69.28%;59;12.85%;33;7.19%;15;3.27%;459
SUDESTE;31;MG;312380;ENGENHEIRO NAVARRO;16;5.95%;7;2.6%;183;68.03%;38;14.13%;13;4.83%;12;4.46%;269
SUDESTE;31;MG;312385;ENTRE FOLHAS;1;0.41%;3;1.24%;197;81.4%;31;12.81%;9;3.72%;1;0.41%;242
SUDESTE;31;MG;312390;ENTRE RIOS DE MINAS;9;2.09%;14;3.25%;265;61.48%;77;17.87%;31;7.19%;35;8.12%;431
SUDESTE;31;MG;312400;ERVALIA;27;3.1%;31;3.56%;576;66.13%;157;18.03%;52;5.97%;28;3.21%;871
SUDESTE;31;MG;312410;ESMERALDAS;56;2.3%;84;3.45%;1.707;70.19%;340;13.98%;169;6.95%;76;3.13%;2.432
SUDESTE;31;MG;312420;ESPERA FELIZ;18;3.78%;13;2.73%;295;61.97%;76;15.97%;36;7.56%;38;7.98%;476
SUDESTE;31;MG;312430;ESPINOSA;38;4.06%;47;5.02%;575;61.37%;145;15.47%;93;9.93%;39;4.16%;937
SUDESTE;31;MG;312440;ESPIRITO SANTO DO DOURADO;1;0.75%;1;0.75%;87;64.93%;22;16.42%;17;12.69%;6;4.48%;134
SUDESTE;31;MG;312450;ESTIVA;1;0.66%;3;1.97%;111;73.03%;20;13.16%;7;4.61%;10;6.58%;152
SUDESTE;31;MG;312460;ESTRELA DALVA;5;5.81%;2;2.33%;47;54.65%;14;16.28%;10;11.63%;8;9.3%;86
SUDESTE;31;MG;312470;ESTRELA DO INDAIA;6;9.23%;1;1.54%;27;41.54%;15;23.08%;7;10.77%;9;13.85%;65
SUDESTE;31;MG;312480;ESTRELA DO SUL;3;1.52%;9;4.55%;119;60.1%;32;16.16%;25;12.63%;10;5.05%;198
SUDESTE;31;MG;312490;EUGENOPOLIS;8;2.97%;7;2.6%;148;55.02%;47;17.47%;29;10.78%;30;11.15%;269
SUDESTE;31;MG;312500;EWBANK DA CAMARA;0;-;1;0.8%;92;73.6%;21;16.8%;3;2.4%;8;6.4%;125
SUDESTE;31;MG;312510;EXTREMA;2;1.06%;4;2.13%;122;64.89%;33;17.55%;22;11.7%;5;2.66%;188
SUDESTE;31;MG;312520;FAMA;0;-;1;2.78%;23;63.89%;7;19.44%;4;11.11%;1;2.78%;36
SUDESTE;31;MG;312530;FARIA LEMOS;1;0.8%;4;3.2%;87;69.6%;11;8.8%;14;11.2%;8;6.4%;125
SUDESTE;31;MG;312540;FELICIO DOS SANTOS;3;1.3%;6;2.61%;179;77.83%;21;9.13%;18;7.83%;3;1.3%;230
SUDESTE;31;MG;312560;FELISBURGO;9;2.27%;22;5.56%;301;76.01%;45;11.36%;9;2.27%;10;2.53%;396
SUDESTE;31;MG;312570;FELIXLANDIA;16;4.08%;11;2.81%;253;64.54%;65;16.58%;20;5.1%;27;6.89%;392
SUDESTE;31;MG;312580;FERNANDES TOURINHO;5;6.85%;0;-;47;64.38%;13;17.81%;3;4.11%;5;6.85%;73
SUDESTE;31;MG;312590;FERROS;1;0.44%;7;3.1%;167;73.89%;25;11.06%;18;7.96%;8;3.54%;226
SUDESTE;31;MG;312595;FERVEDOURO;9;1.21%;24;3.23%;547;73.52%;114;15.32%;37;4.97%;13;1.75%;744
SUDESTE;31;MG;312600;FLORESTAL;3;2.52%;1;0.84%;79;66.39%;20;16.81%;10;8.4%;6;5.04%;119
SUDESTE;31;MG;312610;FORMIGA;7;1.67%;5;1.19%;297;70.88%;53;12.65%;33;7.88%;24;5.73%;419
SUDESTE;31;MG;312620;FORMOSO;12;3.34%;13;3.62%;261;72.7%;31;8.64%;26;7.24%;16;4.46%;359
SUDESTE;31;MG;312630;FORTALEZA DE MINAS;1;0.83%;0;-;76;63.33%;20;16.67%;14;11.67%;9;7.5%;120
SUDESTE;31;MG;312640;FORTUNA DE MINAS;3;2.8%;1;0.93%;75;70.09%;23;21.5%;1;0.93%;4;3.74%;107
SUDESTE;31;MG;312650;FRANCISCO BADARO;9;1.72%;21;4.01%;400;76.34%;55;10.5%;26;4.96%;13;2.48%;524
SUDESTE;31;MG;312660;FRANCISCO DUMONT;13;2.93%;19;4.29%;321;72.46%;57;12.87%;20;4.51%;13;2.93%;443
SUDESTE;31;MG;312670;FRANCISCO SA;32;2.37%;45;3.33%;913;67.63%;212;15.7%;98;7.26%;50;3.7%;1.350
SUDESTE;31;MG;312675;FRANCISCOPOLIS;13;3.7%;19;5.41%;244;69.52%;45;12.82%;22;6.27%;8;2.28%;351
SUDESTE;31;MG;312680;FREI GASPAR;14;3.69%;10;2.64%;288;75.99%;46;12.14%;14;3.69%;7;1.85%;379
SUDESTE;31;MG;312690;FREI INOCENCIO;14;4.58%;24;7.84%;193;63.07%;38;12.42%;19;6.21%;18;5.88%;306
SUDESTE;31;MG;312695;FREI LAGONEGRO;1;0.45%;8;3.62%;174;78.73%;26;11.76%;8;3.62%;4;1.81%;221
SUDESTE;31;MG;312700;FRONTEIRA;2;0.58%;4;1.16%;250;72.67%;50;14.53%;31;9.01%;7;2.03%;344
SUDESTE;31;MG;312705;FRONTEIRA DOS VALES;6;2.55%;6;2.55%;171;72.77%;36;15.32%;10;4.26%;6;2.55%;235
SUDESTE;31;MG;312707;FRUTA DE LEITE;25;3.83%;31;4.75%;512;78.53%;56;8.59%;16;2.45%;12;1.84%;652
SUDESTE;31;MG;312710;FRUTAL;10;1.59%;14;2.22%;453;71.9%;92;14.6%;37;5.87%;24;3.81%;630
SUDESTE;31;MG;312720;FUNILANDIA;2;1.94%;1;0.97%;72;69.9%;15;14.56%;8;7.77%;5;4.85%;103
SUDESTE;31;MG;312730;GALILEIA;4;1.85%;6;2.78%;151;69.91%;27;12.5%;16;7.41%;12;5.56%;216
SUDESTE;31;MG;312733;GAMELEIRAS;12;2.92%;23;5.6%;291;70.8%;43;10.46%;28;6.81%;14;3.41%;411
SUDESTE;31;MG;312735;GLAUCILANDIA;5;5.75%;4;4.6%;57;65.52%;13;14.94%;7;8.05%;1;1.15%;87
SUDESTE;31;MG;312737;GOIABEIRA;1;0.7%;8;5.59%;86;60.14%;26;18.18%;13;9.09%;9;6.29%;143
SUDESTE;31;MG;312738;GOIANA;2;3.51%;4;7.02%;36;63.16%;7;12.28%;4;7.02%;4;7.02%;57
SUDESTE;31;MG;312740;GONCALVES;0;-;0;-;47;55.29%;27;31.76%;7;8.24%;4;4.71%;85
SUDESTE;31;MG;312750;GONZAGA;3;1.03%;12;4.11%;210;71.92%;35;11.99%;20;6.85%;12;4.11%;292
SUDESTE;31;MG;312760;GOUVEIA;3;1.43%;5;2.38%;115;54.76%;50;23.81%;30;14.29%;7;3.33%;210
SUDESTE;31;MG;312770;GOVERNADOR VALADARES;78;2.25%;89;2.56%;2.433;70.1%;472;13.6%;232;6.68%;167;4.81%;3.471
SUDESTE;31;MG;312780;GRAO MOGOL;10;1.84%;13;2.39%;285;52.49%;105;19.34%;73;13.44%;57;10.5%;543
SUDESTE;31;MG;312790;GRUPIARA;0;-;1;1.28%;56;71.79%;13;16.67%;4;5.13%;4;5.13%;78
SUDESTE;31;MG;312800;GUANHAES;24;2.42%;11;1.11%;634;63.91%;186;18.75%;105;10.58%;32;3.23%;992
SUDESTE;31;MG;312810;GUAPE;9;1.58%;19;3.33%;376;65.85%;100;17.51%;52;9.11%;15;2.63%;571
SUDESTE;31;MG;312820;GUARACIABA;8;1.94%;1;0.24%;271;65.62%;89;21.55%;27;6.54%;17;4.12%;413
SUDESTE;31;MG;312825;GUARACIAMA;8;2.35%;6;1.76%;204;60%;59;17.35%;37;10.88%;26;7.65%;340
SUDESTE;31;MG;312830;GUARANESIA;2;0.32%;10;1.58%;410;64.67%;138;21.77%;45;7.1%;29;4.57%;634
SUDESTE;31;MG;312840;GUARANI;6;1.97%;5;1.64%;211;69.41%;33;10.86%;28;9.21%;21;6.91%;304
SUDESTE;31;MG;312850;GUARARA;3;3.19%;0;-;65;69.15%;18;19.15%;5;5.32%;3;3.19%;94
SUDESTE;31;MG;312860;GUARDA-MOR;3;2.16%;9;6.47%;92;66.19%;17;12.23%;12;8.63%;6;4.32%;139
SUDESTE;31;MG;312870;GUAXUPE;16;2.02%;7;0.88%;525;66.29%;127;16.04%;86;10.86%;31;3.91%;792
SUDESTE;31;MG;312880;GUIDOVAL;3;1.86%;3;1.86%;102;63.35%;29;18.01%;14;8.7%;10;6.21%;161
SUDESTE;31;MG;312890;GUIMARANIA;9;2.95%;13;4.26%;193;63.28%;50;16.39%;29;9.51%;11;3.61%;305
SUDESTE;31;MG;312900;GUIRICEMA;3;1.84%;11;6.75%;99;60.74%;23;14.11%;14;8.59%;13;7.98%;163
SUDESTE;31;MG;312910;GURINHATA;3;1.43%;3;1.43%;95;45.24%;24;11.43%;39;18.57%;46;21.9%;210
SUDESTE;31;MG;312920;HELIODORA;1;0.3%;2;0.6%;201;60.18%;56;16.77%;49;14.67%;25;7.49%;334
SUDESTE;31;MG;312930;IAPU;16;4.49%;11;3.09%;238;66.85%;61;17.13%;22;6.18%;8;2.25%;356
SUDESTE;31;MG;312940;IBERTIOGA;3;2.36%;4;3.15%;92;72.44%;14;11.02%;9;7.09%;5;3.94%;127
SUDESTE;31;MG;312950;IBIA;7;2.29%;14;4.58%;210;68.63%;33;10.78%;24;7.84%;18;5.88%;306
SUDESTE;31;MG;312960;IBIAI;12;4.03%;9;3.02%;199;66.78%;43;14.43%;22;7.38%;13;4.36%;298
SUDESTE;31;MG;312965;IBIRACATU;14;3.91%;15;4.19%;253;70.67%;54;15.08%;11;3.07%;11;3.07%;358
SUDESTE;31;MG;312970;IBIRACI;3;1.65%;7;3.85%;132;72.53%;25;13.74%;10;5.49%;5;2.75%;182
SUDESTE;31;MG;312980;IBIRITE;106;3.62%;81;2.76%;1.879;64.09%;398;13.57%;245;8.36%;223;7.61%;2.932
SUDESTE;31;MG;312990;IBITIURA DE MINAS;0;-;1;0.69%;91;63.19%;24;16.67%;22;15.28%;6;4.17%;144
SUDESTE;31;MG;313000;IBITURUNA;0;-;0;-;78;69.03%;26;23.01%;6;5.31%;3;2.65%;113
SUDESTE;31;MG;313005;ICARAI DE MINAS;12;1.76%;24;3.52%;543;79.74%;63;9.25%;30;4.41%;9;1.32%;681
SUDESTE;31;MG;313010;IGARAPE;11;1.54%;23;3.23%;526;73.77%;86;12.06%;45;6.31%;22;3.09%;713
SUDESTE;31;MG;313020;IGARATINGA;3;1.84%;6;3.68%;100;61.35%;26;15.95%;17;10.43%;11;6.75%;163
SUDESTE;31;MG;313030;IGUATAMA;156;51.66%;15;4.97%;78;25.83%;22;7.28%;22;7.28%;9;2.98%;302
SUDESTE;31;MG;313040;IJACI;1;0.7%;6;4.23%;95;66.9%;18;12.68%;11;7.75%;11;7.75%;142
SUDESTE;31;MG;313050;ILICINEA;9;2.45%;5;1.36%;231;62.77%;66;17.93%;36;9.78%;21;5.71%;368
SUDESTE;31;MG;313055;IMBE DE MINAS;29;7.84%;19;5.14%;230;62.16%;63;17.03%;18;4.86%;11;2.97%;370
SUDESTE;31;MG;313060;INCONFIDENTES;4;1.75%;5;2.19%;124;54.39%;47;20.61%;29;12.72%;19;8.33%;228
SUDESTE;31;MG;313065;INDAIABIRA;17;4.86%;16;4.57%;233;66.57%;43;12.29%;18;5.14%;23;6.57%;350
SUDESTE;31;MG;313070;INDIANOPOLIS;3;1.19%;4;1.58%;186;73.52%;35;13.83%;13;5.14%;12;4.74%;253
SUDESTE;31;MG;313080;INGAI;3;4.84%;3;4.84%;39;62.9%;9;14.52%;5;8.06%;3;4.84%;62
SUDESTE;31;MG;313090;INHAPIM;44;3.76%;41;3.51%;738;63.13%;191;16.34%;96;8.21%;59;5.05%;1.169
SUDESTE;31;MG;313100;INHAUMA;5;2.23%;8;3.57%;146;65.18%;37;16.52%;15;6.7%;13;5.8%;224
SUDESTE;31;MG;313110;INIMUTABA;28;4.97%;41;7.28%;382;67.85%;60;10.66%;36;6.39%;16;2.84%;563
SUDESTE;31;MG;313115;IPABA;21;2.58%;15;1.85%;623;76.63%;59;7.26%;42;5.17%;53;6.52%;813
SUDESTE;31;MG;313120;IPANEMA;4;1.06%;10;2.65%;162;42.97%;84;22.28%;73;19.36%;44;11.67%;377
SUDESTE;31;MG;313130;IPATINGA;58;1.6%;106;2.93%;2.519;69.68%;496;13.72%;276;7.63%;160;4.43%;3.615
SUDESTE;31;MG;313140;IPIACU;0;-;0;-;45;66.18%;13;19.12%;6;8.82%;4;5.88%;68
SUDESTE;31;MG;313150;IPUIUNA;9;3.02%;3;1.01%;203;68.12%;54;18.12%;20;6.71%;9;3.02%;298
SUDESTE;31;MG;313160;IRAI DE MINAS;1;0.63%;1;0.63%;108;67.5%;32;20%;11;6.88%;7;4.38%;160
SUDESTE;31;MG;313170;ITABIRA;21;2.29%;30;3.28%;657;71.72%;119;12.99%;65;7.1%;24;2.62%;916
SUDESTE;31;MG;313180;ITABIRINHA;10;3.62%;11;3.99%;190;68.84%;29;10.51%;18;6.52%;18;6.52%;276
SUDESTE;31;MG;313190;ITABIRITO;28;2.41%;40;3.44%;709;61.02%;186;16.01%;118;10.15%;81;6.97%;1.162
SUDESTE;31;MG;313200;ITACAMBIRA;4;1.63%;6;2.45%;160;65.31%;47;19.18%;15;6.12%;13;5.31%;245
SUDESTE;31;MG;313210;ITACARAMBI;14;2.11%;23;3.47%;508;76.74%;71;10.73%;31;4.68%;15;2.27%;662
SUDESTE;31;MG;313220;ITAGUARA;7;3.2%;8;3.65%;145;66.21%;27;12.33%;18;8.22%;14;6.39%;219
SUDESTE;31;MG;313230;ITAIPE;7;0.96%;15;2.05%;598;81.69%;69;9.43%;30;4.1%;13;1.78%;732
SUDESTE;31;MG;313240;ITAJUBA;28;2.56%;19;1.74%;763;69.81%;125;11.44%;47;4.3%;111;10.16%;1.093
SUDESTE;31;MG;313250;ITAMARANDIBA;51;3.44%;59;3.98%;1.034;69.72%;203;13.69%;89;6%;47;3.17%;1.483
SUDESTE;31;MG;313260;ITAMARATI DE MINAS;2;1.48%;1;0.74%;73;54.07%;34;25.19%;17;12.59%;8;5.93%;135
SUDESTE;31;MG;313270;ITAMBACURI;16;3.33%;21;4.38%;285;59.38%;86;17.92%;46;9.58%;26;5.42%;480
SUDESTE;31;MG;313280;ITAMBE DO MATO DENTRO;0;-;2;1.45%;108;78.26%;20;14.49%;2;1.45%;6;4.35%;138
SUDESTE;31;MG;313290;ITAMOGI;6;3.92%;1;0.65%;95;62.09%;26;16.99%;16;10.46%;9;5.88%;153
SUDESTE;31;MG;313300;ITAMONTE;6;0.88%;7;1.02%;504;73.68%;98;14.33%;46;6.73%;23;3.36%;684
SUDESTE;31;MG;313310;ITANHANDU;5;1.13%;6;1.36%;294;66.67%;68;15.42%;47;10.66%;21;4.76%;441
SUDESTE;31;MG;313320;ITANHOMI;8;2.49%;9;2.8%;206;64.17%;65;20.25%;21;6.54%;12;3.74%;321
SUDESTE;31;MG;313330;ITAOBIM;13;1.82%;20;2.79%;519;72.49%;110;15.36%;40;5.59%;14;1.96%;716
SUDESTE;31;MG;313340;ITAPAGIPE;6;2.99%;8;3.98%;126;62.69%;35;17.41%;14;6.97%;12;5.97%;201
SUDESTE;31;MG;313350;ITAPECERICA;3;2.13%;3;2.13%;88;62.41%;23;16.31%;13;9.22%;11;7.8%;141
SUDESTE;31;MG;313360;ITAPEVA;2;0.9%;2;0.9%;164;73.87%;34;15.32%;10;4.5%;10;4.5%;222
SUDESTE;31;MG;313370;ITATIAIUCU;0;-;5;4.27%;89;76.07%;17;14.53%;5;4.27%;1;0.85%;117
SUDESTE;31;MG;313375;ITAU DE MINAS;10;4.59%;10;4.59%;130;59.63%;35;16.06%;23;10.55%;10;4.59%;218
SUDESTE;31;MG;313380;ITAUNA;10;1.93%;16;3.08%;325;62.62%;82;15.8%;52;10.02%;34;6.55%;519
SUDESTE;31;MG;313390;ITAVERAVA;3;1.49%;6;2.97%;134;66.34%;37;18.32%;16;7.92%;6;2.97%;202
SUDESTE;31;MG;313400;ITINGA;45;4.9%;39;4.24%;628;68.34%;122;13.28%;55;5.98%;30;3.26%;919
SUDESTE;31;MG;313410;ITUETA;4;1.17%;7;2.05%;205;60.12%;62;18.18%;37;10.85%;26;7.62%;341
SUDESTE;31;MG;313420;ITUIUTABA;41;1.78%;54;2.35%;1.610;70%;327;14.22%;170;7.39%;98;4.26%;2.300
SUDESTE;31;MG;313430;ITUMIRIM;5;3.4%;7;4.76%;81;55.1%;31;21.09%;17;11.56%;6;4.08%;147
SUDESTE;31;MG;313440;ITURAMA;11;2.96%;11;2.96%;244;65.77%;53;14.29%;26;7.01%;26;7.01%;371
SUDESTE;31;MG;313450;ITUTINGA;3;2.46%;1;0.82%;70;57.38%;25;20.49%;14;11.48%;9;7.38%;122
SUDESTE;31;MG;313460;JABOTICATUBAS;6;1.46%;18;4.39%;244;59.51%;78;19.02%;38;9.27%;26;6.34%;410
SUDESTE;31;MG;313470;JACINTO;5;1.18%;13;3.06%;321;75.53%;57;13.41%;18;4.24%;11;2.59%;425
SUDESTE;31;MG;313480;JACUI;0;-;3;0.75%;246;61.81%;85;21.36%;37;9.3%;27;6.78%;398
SUDESTE;31;MG;313490;JACUTINGA;12;1.98%;13;2.14%;417;68.7%;74;12.19%;62;10.21%;29;4.78%;607
SUDESTE;31;MG;313500;JAGUARACU;3;3.8%;2;2.53%;41;51.9%;28;35.44%;3;3.8%;2;2.53%;79
SUDESTE;31;MG;313505;JAIBA;65;3.74%;52;2.99%;838;48.22%;424;24.4%;253;14.56%;106;6.1%;1.738
SUDESTE;31;MG;313507;JAMPRUCA;10;4.98%;9;4.48%;141;70.15%;20;9.95%;13;6.47%;8;3.98%;201
SUDESTE;31;MG;313510;JANAUBA;37;2.34%;60;3.8%;1.024;64.89%;235;14.89%;146;9.25%;76;4.82%;1.578
SUDESTE;31;MG;313520;JANUARIA;59;2.46%;119;4.96%;1.851;77.13%;244;10.17%;84;3.5%;43;1.79%;2.400
SUDESTE;31;MG;313530;JAPARAIBA;1;0.76%;1;0.76%;100;76.34%;12;9.16%;14;10.69%;3;2.29%;131
SUDESTE;31;MG;313535;JAPONVAR;8;1.4%;23;4.04%;429;75.26%;70;12.28%;31;5.44%;9;1.58%;570
SUDESTE;31;MG;313540;JECEABA;1;0.92%;6;5.5%;59;54.13%;26;23.85%;7;6.42%;10;9.17%;109
SUDESTE;31;MG;313545;JENIPAPO DE MINAS;17;3%;42;7.41%;443;78.13%;52;9.17%;9;1.59%;4;0.71%;567
SUDESTE;31;MG;313550;JEQUERI;5;1.02%;10;2.05%;355;72.75%;72;14.75%;34;6.97%;12;2.46%;488
SUDESTE;31;MG;313560;JEQUITAI;12;4.71%;9;3.53%;174;68.24%;32;12.55%;11;4.31%;17;6.67%;255
SUDESTE;31;MG;313570;JEQUITIBA;7;2.39%;9;3.07%;199;67.92%;46;15.7%;21;7.17%;11;3.75%;293
SUDESTE;31;MG;313580;JEQUITINHONHA;27;2.88%;24;2.56%;686;73.29%;123;13.14%;50;5.34%;26;2.78%;936
SUDESTE;31;MG;313590;JESUANIA;2;1.41%;6;4.23%;83;58.45%;22;15.49%;15;10.56%;14;9.86%;142
SUDESTE;31;MG;313600;JOAIMA;25;4.96%;25;4.96%;354;70.24%;67;13.29%;22;4.37%;11;2.18%;504
SUDESTE;31;MG;313610;JOANESIA;7;6.42%;6;5.5%;61;55.96%;10;9.17%;15;13.76%;10;9.17%;109
SUDESTE;31;MG;313620;JOAO MONLEVADE;38;4.7%;35;4.33%;485;60.02%;126;15.59%;73;9.03%;51;6.31%;808
SUDESTE;31;MG;313630;JOAO PINHEIRO;3;0.93%;11;3.4%;239;73.77%;37;11.42%;15;4.63%;19;5.86%;324
SUDESTE;31;MG;313640;JOAQUIM FELICIO;5;3.79%;3;2.27%;99;75%;10;7.58%;10;7.58%;5;3.79%;132
SUDESTE;31;MG;313650;JORDANIA;11;2.36%;12;2.57%;310;66.38%;68;14.56%;41;8.78%;25;5.35%;467
SUDESTE;31;MG;313652;JOSE GONCALVES DE MINAS;9;1.9%;17;3.59%;356;75.26%;62;13.11%;20;4.23%;9;1.9%;473
SUDESTE;31;MG;313655;JOSE RAYDAN;3;2.22%;2;1.48%;87;64.44%;24;17.78%;14;10.37%;5;3.7%;135
SUDESTE;31;MG;313657;JOSENOPOLIS;3;1.26%;13;5.44%;152;63.6%;41;17.15%;17;7.11%;13;5.44%;239
SUDESTE;31;MG;313665;JUATUBA;26;3.98%;22;3.37%;415;63.55%;99;15.16%;47;7.2%;44;6.74%;653
SUDESTE;31;MG;313670;JUIZ DE FORA;62;2.69%;55;2.39%;1.560;67.68%;347;15.05%;157;6.81%;124;5.38%;2.305
SUDESTE;31;MG;313680;JURAMENTO;4;2.09%;0;-;96;50.26%;34;17.8%;42;21.99%;15;7.85%;191
SUDESTE;31;MG;313690;JURUAIA;12;5.24%;4;1.75%;139;60.7%;43;18.78%;22;9.61%;9;3.93%;229
SUDESTE;31;MG;313695;JUVENILIA;6;1.48%;15;3.69%;313;77.09%;45;11.08%;17;4.19%;10;2.46%;406
SUDESTE;31;MG;313700;LADAINHA;47;3.21%;99;6.76%;1.073;73.29%;166;11.34%;60;4.1%;19;1.3%;1.464
SUDESTE;31;MG;313710;LAGAMAR;7;3.68%;2;1.05%;108;56.84%;38;20%;24;12.63%;11;5.79%;190
SUDESTE;31;MG;313720;LAGOA DA PRATA;11;2.48%;10;2.25%;296;66.67%;69;15.54%;29;6.53%;29;6.53%;444
SUDESTE;31;MG;313730;LAGOA DOS PATOS;1;0.44%;0;-;127;55.7%;80;35.09%;14;6.14%;6;2.63%;228
