Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso (5-10 anos);;Obesidade (5-10 anos);;Obesidade grave (5-10 anos);;Total
SUDESTE;31;MG;310650;BERILO;8;1.79%;18;4.02%;287;64.06%;73;16.29%;46;10.27%;16;3.57%;448
SUDESTE;31;MG;310665;BERIZAL;4;1.42%;6;2.14%;201;71.53%;37;13.17%;24;8.54%;9;3.2%;281
SUDESTE;31;MG;310660;BERTOPOLIS;3;0.99%;6;1.98%;206;67.99%;49;16.17%;26;8.58%;13;4.29%;303
SUDESTE;31;MG;310670;BETIM;157;3.17%;205;4.14%;3.231;65.19%;715;14.43%;407;8.21%;241;4.86%;4.956
SUDESTE;31;MG;310680;BIAS FORTES;3;2.88%;4;3.85%;75;72.12%;13;12.5%;7;6.73%;2;1.92%;104
SUDESTE;31;MG;310690;BICAS;10;3.28%;6;1.97%;136;44.59%;66;21.64%;50;16.39%;37;12.13%;305
SUDESTE;31;MG;310700;BIQUINHAS;2;2.3%;1;1.15%;56;64.37%;15;17.24%;8;9.2%;5;5.75%;87
SUDESTE;31;MG;310710;BOA ESPERANCA;1;0.13%;7;0.94%;437;58.74%;169;22.72%;88;11.83%;42;5.65%;744
SUDESTE;31;MG;310720;BOCAINA DE MINAS;0;-;2;1.18%;101;59.76%;49;28.99%;11;6.51%;6;3.55%;169
SUDESTE;31;MG;310730;BOCAIUVA;47;3.63%;40;3.09%;747;57.68%;215;16.6%;138;10.66%;108;8.34%;1.295
SUDESTE;31;MG;310740;BOM DESPACHO;7;0.74%;32;3.36%;570;59.87%;188;19.75%;96;10.08%;59;6.2%;952
SUDESTE;31;MG;310750;BOM JARDIM DE MINAS;8;3.81%;10;4.76%;126;60%;32;15.24%;22;10.48%;12;5.71%;210
SUDESTE;31;MG;310760;BOM JESUS DA PENHA;1;0.64%;1;0.64%;100;63.69%;36;22.93%;18;11.46%;1;0.64%;157
SUDESTE;31;MG;310770;BOM JESUS DO AMPARO;1;0.43%;8;3.45%;156;67.24%;41;17.67%;16;6.9%;10;4.31%;232
SUDESTE;31;MG;310780;BOM JESUS DO GALHO;10;1.51%;12;1.82%;429;64.9%;119;18%;64;9.68%;27;4.08%;661
SUDESTE;31;MG;310790;BOM REPOUSO;7;1.28%;10;1.82%;326;59.38%;111;20.22%;60;10.93%;35;6.38%;549
SUDESTE;31;MG;310800;BOM SUCESSO;6;3.51%;7;4.09%;112;65.5%;25;14.62%;13;7.6%;8;4.68%;171
SUDESTE;31;MG;310810;BONFIM;3;1.63%;3;1.63%;118;64.13%;37;20.11%;16;8.7%;7;3.8%;184
SUDESTE;31;MG;310820;BONFINOPOLIS DE MINAS;0;-;8;6.9%;79;68.1%;19;16.38%;7;6.03%;3;2.59%;116
SUDESTE;31;MG;310825;BONITO DE MINAS;14;2.61%;19;3.54%;379;70.71%;80;14.93%;34;6.34%;10;1.87%;536
SUDESTE;31;MG;310830;BORDA DA MATA;1;0.29%;8;2.34%;199;58.19%;72;21.05%;39;11.4%;23;6.73%;342
SUDESTE;31;MG;310840;BOTELHOS;3;0.87%;3;0.87%;224;64.93%;57;16.52%;38;11.01%;20;5.8%;345
SUDESTE;31;MG;310850;BOTUMIRIM;10;3.42%;10;3.42%;185;63.36%;48;16.44%;27;9.25%;12;4.11%;292
SUDESTE;31;MG;310870;BRAS PIRES;2;2.22%;2;2.22%;56;62.22%;12;13.33%;10;11.11%;8;8.89%;90
SUDESTE;31;MG;310855;BRASILANDIA DE MINAS;13;1.87%;17;2.45%;477;68.63%;116;16.69%;48;6.91%;24;3.45%;695
SUDESTE;31;MG;310860;BRASILIA DE MINAS;28;2.24%;51;4.09%;837;67.07%;205;16.43%;96;7.69%;31;2.48%;1.248
SUDESTE;31;MG;310880;BRAUNAS;4;2.05%;6;3.08%;132;67.69%;21;10.77%;21;10.77%;11;5.64%;195
SUDESTE;31;MG;310890;BRAZOPOLIS;4;0.8%;12;2.4%;309;61.92%;97;19.44%;52;10.42%;25;5.01%;499
SUDESTE;31;MG;310900;BRUMADINHO;19;3.32%;10;1.75%;373;65.1%;94;16.4%;43;7.5%;34;5.93%;573
SUDESTE;31;MG;310910;BUENO BRANDAO;2;1.69%;4;3.39%;67;56.78%;23;19.49%;14;11.86%;8;6.78%;118
SUDESTE;31;MG;310920;BUENOPOLIS;5;0.91%;21;3.8%;383;69.38%;90;16.3%;39;7.07%;14;2.54%;552
SUDESTE;31;MG;310925;BUGRE;4;1.82%;6;2.73%;146;66.36%;47;21.36%;11;5%;6;2.73%;220
SUDESTE;31;MG;310930;BURITIS;22;2.69%;24;2.93%;492;60.15%;133;16.26%;78;9.54%;69;8.44%;818
SUDESTE;31;MG;310940;BURITIZEIRO;28;3.12%;29;3.23%;569;63.36%;137;15.26%;81;9.02%;54;6.01%;898
SUDESTE;31;MG;310945;CABECEIRA GRANDE;6;2.11%;9;3.16%;179;62.81%;44;15.44%;25;8.77%;22;7.72%;285
SUDESTE;31;MG;310950;CABO VERDE;4;1.22%;5;1.52%;214;65.24%;48;14.63%;38;11.59%;19;5.79%;328
SUDESTE;31;MG;310960;CACHOEIRA DA PRATA;4;2.01%;5;2.51%;118;59.3%;35;17.59%;23;11.56%;14;7.04%;199
SUDESTE;31;MG;310970;CACHOEIRA DE MINAS;8;1.18%;10;1.47%;427;62.98%;121;17.85%;80;11.8%;32;4.72%;678
SUDESTE;31;MG;310270;CACHOEIRA DE PAJEU;7;1.23%;24;4.23%;390;68.66%;84;14.79%;41;7.22%;22;3.87%;568
SUDESTE;31;MG;310980;CACHOEIRA DOURADA;2;1.52%;2;1.52%;77;58.33%;22;16.67%;21;15.91%;8;6.06%;132
SUDESTE;31;MG;310990;CAETANOPOLIS;3;1.04%;6;2.08%;193;66.78%;47;16.26%;27;9.34%;13;4.5%;289
SUDESTE;31;MG;311000;CAETE;10;1.22%;18;2.19%;605;73.51%;119;14.46%;55;6.68%;16;1.94%;823
SUDESTE;31;MG;311010;CAIANA;4;1.38%;7;2.41%;172;59.31%;67;23.1%;29;10%;11;3.79%;290
SUDESTE;31;MG;311020;CAJURI;2;1.17%;2;1.17%;103;60.23%;35;20.47%;15;8.77%;14;8.19%;171
SUDESTE;31;MG;311030;CALDAS;4;1.07%;3;0.8%;237;63.54%;77;20.64%;30;8.04%;22;5.9%;373
SUDESTE;31;MG;311040;CAMACHO;4;2.4%;3;1.8%;125;74.85%;23;13.77%;8;4.79%;4;2.4%;167
SUDESTE;31;MG;311050;CAMANDUCAIA;7;0.95%;13;1.76%;494;66.85%;126;17.05%;67;9.07%;32;4.33%;739
SUDESTE;31;MG;311060;CAMBUI;3;0.83%;6;1.67%;243;67.5%;62;17.22%;32;8.89%;14;3.89%;360
SUDESTE;31;MG;311070;CAMBUQUIRA;1;0.32%;7;2.22%;211;66.77%;58;18.35%;24;7.59%;15;4.75%;316
SUDESTE;31;MG;311080;CAMPANARIO;1;0.4%;10;4%;173;69.2%;44;17.6%;17;6.8%;5;2%;250
SUDESTE;31;MG;311090;CAMPANHA;9;1.7%;21;3.97%;329;62.19%;95;17.96%;46;8.7%;29;5.48%;529
SUDESTE;31;MG;311100;CAMPESTRE;6;1.61%;8;2.15%;235;63.17%;71;19.09%;29;7.8%;23;6.18%;372
SUDESTE;31;MG;311110;CAMPINA VERDE;5;1.76%;11;3.87%;180;63.38%;40;14.08%;30;10.56%;18;6.34%;284
SUDESTE;31;MG;311115;CAMPO AZUL;4;1.5%;7;2.63%;184;69.17%;43;16.17%;21;7.89%;7;2.63%;266
SUDESTE;31;MG;311120;CAMPO BELO;15;0.73%;32;1.56%;1.213;59.11%;440;21.44%;226;11.01%;126;6.14%;2.052
SUDESTE;31;MG;311130;CAMPO DO MEIO;7;0.89%;18;2.3%;456;58.24%;164;20.95%;89;11.37%;49;6.26%;783
SUDESTE;31;MG;311140;CAMPO FLORIDO;6;1.82%;7;2.12%;221;66.97%;48;14.55%;31;9.39%;17;5.15%;330
SUDESTE;31;MG;311150;CAMPOS ALTOS;5;1.21%;5;1.21%;270;65.38%;75;18.16%;37;8.96%;21;5.08%;413
SUDESTE;31;MG;311160;CAMPOS GERAIS;6;0.73%;15;1.83%;535;65.4%;161;19.68%;73;8.92%;28;3.42%;818
SUDESTE;31;MG;311190;CANA VERDE;0;-;3;1.32%;147;64.47%;28;12.28%;33;14.47%;17;7.46%;228
SUDESTE;31;MG;311170;CANAA;2;0.77%;3;1.16%;200;77.22%;33;12.74%;15;5.79%;6;2.32%;259
SUDESTE;31;MG;311180;CANAPOLIS;6;2.93%;5;2.44%;136;66.34%;32;15.61%;16;7.8%;10;4.88%;205
SUDESTE;31;MG;311200;CANDEIAS;9;2.49%;8;2.21%;228;62.98%;57;15.75%;37;10.22%;23;6.35%;362
SUDESTE;31;MG;311205;CANTAGALO;3;1.29%;4;1.72%;142;60.94%;47;20.17%;27;11.59%;10;4.29%;233
SUDESTE;31;MG;311210;CAPARAO;4;1.14%;8;2.28%;243;69.23%;56;15.95%;23;6.55%;17;4.84%;351
SUDESTE;31;MG;311220;CAPELA NOVA;0;-;3;1.36%;144;65.16%;38;17.19%;19;8.6%;17;7.69%;221
SUDESTE;31;MG;311230;CAPELINHA;30;1.96%;55;3.6%;1.127;73.76%;211;13.81%;74;4.84%;31;2.03%;1.528
SUDESTE;31;MG;311240;CAPETINGA;2;1.44%;1;0.72%;87;62.59%;25;17.99%;15;10.79%;9;6.47%;139
SUDESTE;31;MG;311250;CAPIM BRANCO;6;3.43%;10;5.71%;118;67.43%;20;11.43%;17;9.71%;4;2.29%;175
SUDESTE;31;MG;311260;CAPINOPOLIS;21;3.09%;45;6.63%;400;58.91%;98;14.43%;75;11.05%;40;5.89%;679
SUDESTE;31;MG;311265;CAPITAO ANDRADE;4;1.44%;9;3.24%;175;62.95%;46;16.55%;27;9.71%;17;6.12%;278
SUDESTE;31;MG;311270;CAPITAO ENEAS;7;1.07%;11;1.67%;488;74.28%;89;13.55%;44;6.7%;18;2.74%;657
SUDESTE;31;MG;311280;CAPITOLIO;1;0.55%;2;1.1%;113;62.09%;30;16.48%;27;14.84%;9;4.95%;182
SUDESTE;31;MG;311290;CAPUTIRA;12;3.63%;10;3.02%;214;64.65%;54;16.31%;27;8.16%;14;4.23%;331
SUDESTE;31;MG;311300;CARAI;12;1.25%;34;3.54%;722;75.21%;128;13.33%;48;5%;16;1.67%;960
SUDESTE;31;MG;311310;CARANAIBA;5;2.89%;5;2.89%;117;67.63%;29;16.76%;14;8.09%;3;1.73%;173
SUDESTE;31;MG;311320;CARANDAI;8;0.82%;30;3.09%;635;65.33%;162;16.67%;92;9.47%;45;4.63%;972
SUDESTE;31;MG;311330;CARANGOLA;39;3.23%;35;2.89%;760;62.86%;175;14.47%;107;8.85%;93;7.69%;1.209
SUDESTE;31;MG;311340;CARATINGA;32;1.32%;58;2.39%;1.673;69.02%;395;16.3%;184;7.59%;82;3.38%;2.424
SUDESTE;31;MG;311350;CARBONITA;7;1.75%;4;1%;289;72.07%;53;13.22%;35;8.73%;13;3.24%;401
SUDESTE;31;MG;311360;CAREACU;1;0.23%;4;0.93%;268;62.04%;98;22.69%;40;9.26%;21;4.86%;432
SUDESTE;31;MG;311370;CARLOS CHAGAS;17;2.1%;32;3.96%;532;65.84%;113;13.99%;84;10.4%;30;3.71%;808
SUDESTE;31;MG;311380;CARMESIA;1;0.98%;2;1.96%;78;76.47%;12;11.76%;5;4.9%;4;3.92%;102
SUDESTE;31;MG;311390;CARMO DA CACHOEIRA;10;2.9%;17;4.93%;232;67.25%;47;13.62%;27;7.83%;12;3.48%;345
SUDESTE;31;MG;311400;CARMO DA MATA;5;1.83%;4;1.47%;185;67.77%;39;14.29%;24;8.79%;16;5.86%;273
SUDESTE;31;MG;311410;CARMO DE MINAS;6;1.09%;9;1.64%;362;66.06%;98;17.88%;47;8.58%;26;4.74%;548
SUDESTE;31;MG;311420;CARMO DO CAJURU;4;0.72%;6;1.09%;379;68.66%;85;15.4%;56;10.14%;22;3.99%;552
SUDESTE;31;MG;311430;CARMO DO PARANAIBA;8;1.33%;12;1.99%;350;58.14%;123;20.43%;64;10.63%;45;7.48%;602
SUDESTE;31;MG;311440;CARMO DO RIO CLARO;8;1.92%;15;3.61%;253;60.82%;84;20.19%;39;9.38%;17;4.09%;416
SUDESTE;31;MG;311450;CARMOPOLIS DE MINAS;8;1.77%;10;2.21%;285;62.91%;73;16.11%;53;11.7%;24;5.3%;453
SUDESTE;31;MG;311455;CARNEIRINHO;3;0.57%;11;2.08%;316;59.62%;78;14.72%;80;15.09%;42;7.92%;530
SUDESTE;31;MG;311460;CARRANCAS;0;-;3;1.72%;116;66.67%;31;17.82%;11;6.32%;13;7.47%;174
SUDESTE;31;MG;311470;CARVALHOPOLIS;0;-;0;-;49;70%;13;18.57%;5;7.14%;3;4.29%;70
SUDESTE;31;MG;311480;CARVALHOS;6;3.39%;3;1.69%;92;51.98%;34;19.21%;22;12.43%;20;11.3%;177
SUDESTE;31;MG;311490;CASA GRANDE;0;-;1;1.2%;57;68.67%;13;15.66%;7;8.43%;5;6.02%;83
SUDESTE;31;MG;311500;CASCALHO RICO;0;-;0;-;62;49.21%;37;29.37%;19;15.08%;8;6.35%;126
SUDESTE;31;MG;311510;CASSIA;8;1.67%;9;1.88%;292;61.09%;86;17.99%;48;10.04%;35;7.32%;478
SUDESTE;31;MG;311530;CATAGUASES;17;1.15%;17;1.15%;1.034;70.05%;219;14.84%;132;8.94%;57;3.86%;1.476
SUDESTE;31;MG;311535;CATAS ALTAS;4;1.95%;7;3.41%;146;71.22%;32;15.61%;11;5.37%;5;2.44%;205
SUDESTE;31;MG;311540;CATAS ALTAS DA NORUEGA;3;1.67%;2;1.11%;127;70.56%;29;16.11%;12;6.67%;7;3.89%;180
SUDESTE;31;MG;311545;CATUJI;10;1.7%;46;7.82%;414;70.41%;71;12.07%;32;5.44%;15;2.55%;588
SUDESTE;31;MG;311547;CATUTI;5;1.77%;21;7.42%;187;66.08%;42;14.84%;24;8.48%;4;1.41%;283
SUDESTE;31;MG;311550;CAXAMBU;1;0.37%;1;0.37%;209;77.99%;29;10.82%;16;5.97%;12;4.48%;268
SUDESTE;31;MG;311560;CEDRO DO ABAETE;1;1.27%;1;1.27%;52;65.82%;10;12.66%;11;13.92%;4;5.06%;79
SUDESTE;31;MG;311570;CENTRAL DE MINAS;6;1.5%;14;3.5%;249;62.25%;78;19.5%;35;8.75%;18;4.5%;400
SUDESTE;31;MG;311580;CENTRALINA;0;-;8;2.29%;262;74.86%;52;14.86%;19;5.43%;9;2.57%;350
SUDESTE;31;MG;311590;CHACARA;1;0.94%;2;1.89%;72;67.92%;14;13.21%;13;12.26%;4;3.77%;106
SUDESTE;31;MG;311600;CHALE;2;0.66%;9;2.99%;198;65.78%;53;17.61%;27;8.97%;12;3.99%;301
SUDESTE;31;MG;311610;CHAPADA DO NORTE;16;3.13%;13;2.54%;357;69.86%;64;12.52%;44;8.61%;17;3.33%;511
SUDESTE;31;MG;311615;CHAPADA GAUCHA;33;3.63%;44;4.85%;681;75%;84;9.25%;40;4.41%;26;2.86%;908
SUDESTE;31;MG;311620;CHIADOR;2;1.8%;2;1.8%;77;69.37%;15;13.51%;11;9.91%;4;3.6%;111
SUDESTE;31;MG;311630;CIPOTANEA;3;1%;3;1%;199;66.33%;55;18.33%;30;10%;10;3.33%;300
SUDESTE;31;MG;311640;CLARAVAL;1;0.54%;5;2.7%;116;62.7%;33;17.84%;21;11.35%;9;4.86%;185
SUDESTE;31;MG;311650;CLARO DOS POCOES;6;1.53%;16;4.08%;257;65.56%;67;17.09%;35;8.93%;11;2.81%;392
SUDESTE;31;MG;311660;CLAUDIO;8;0.74%;21;1.94%;750;69.32%;167;15.43%;92;8.5%;44;4.07%;1.082
SUDESTE;31;MG;311670;COIMBRA;2;0.52%;8;2.09%;243;63.45%;73;19.06%;31;8.09%;26;6.79%;383
SUDESTE;31;MG;311680;COLUNA;6;1.33%;12;2.67%;331;73.56%;55;12.22%;34;7.56%;12;2.67%;450
SUDESTE;31;MG;311690;COMENDADOR GOMES;2;1.24%;2;1.24%;108;67.08%;25;15.53%;13;8.07%;11;6.83%;161
SUDESTE;31;MG;311700;COMERCINHO;8;2.03%;16;4.06%;270;68.53%;55;13.96%;32;8.12%;13;3.3%;394
SUDESTE;31;MG;311710;CONCEICAO DA APARECIDA;0;-;15;6.22%;149;61.83%;50;20.75%;21;8.71%;6;2.49%;241
SUDESTE;31;MG;311520;CONCEICAO DA BARRA DE MINAS;1;0.74%;2;1.48%;90;66.67%;21;15.56%;15;11.11%;6;4.44%;135
SUDESTE;31;MG;311730;CONCEICAO DAS ALAGOAS;28;3.2%;31;3.55%;583;66.7%;126;14.42%;62;7.09%;44;5.03%;874
SUDESTE;31;MG;311720;CONCEICAO DAS PEDRAS;1;0.74%;3;2.22%;84;62.22%;32;23.7%;8;5.93%;7;5.19%;135
SUDESTE;31;MG;311740;CONCEICAO DE IPANEMA;2;0.95%;6;2.86%;146;69.52%;27;12.86%;15;7.14%;14;6.67%;210
SUDESTE;31;MG;311750;CONCEICAO DO MATO DENTRO;18;1.99%;25;2.76%;626;69.09%;143;15.78%;75;8.28%;19;2.1%;906
SUDESTE;31;MG;311760;CONCEICAO DO PARA;4;1.92%;0;-;133;63.94%;37;17.79%;22;10.58%;12;5.77%;208
SUDESTE;31;MG;311770;CONCEICAO DO RIO VERDE;3;2.13%;4;2.84%;94;66.67%;22;15.6%;10;7.09%;8;5.67%;141
SUDESTE;31;MG;311780;CONCEICAO DOS OUROS;2;0.37%;9;1.67%;358;66.42%;101;18.74%;42;7.79%;27;5.01%;539
SUDESTE;31;MG;311783;CONEGO MARINHO;9;1.81%;16;3.21%;357;71.69%;69;13.86%;33;6.63%;14;2.81%;498
SUDESTE;31;MG;311787;CONFINS;3;2.73%;3;2.73%;70;63.64%;17;15.45%;13;11.82%;4;3.64%;110
SUDESTE;31;MG;311790;CONGONHAL;3;2.27%;4;3.03%;66;50%;33;25%;12;9.09%;14;10.61%;132
SUDESTE;31;MG;311800;CONGONHAS;13;1.25%;18;1.73%;735;70.81%;153;14.74%;76;7.32%;43;4.14%;1.038
SUDESTE;31;MG;311810;CONGONHAS DO NORTE;4;2.5%;1;0.63%;126;78.75%;15;9.38%;9;5.63%;5;3.13%;160
SUDESTE;31;MG;311820;CONQUISTA;2;1.15%;3;1.72%;118;67.82%;29;16.67%;10;5.75%;12;6.9%;174
SUDESTE;31;MG;311830;CONSELHEIRO LAFAIETE;9;1.47%;19;3.1%;377;61.6%;113;18.46%;51;8.33%;43;7.03%;612
SUDESTE;31;MG;311840;CONSELHEIRO PENA;12;1.35%;33;3.72%;559;62.95%;172;19.37%;74;8.33%;38;4.28%;888
SUDESTE;31;MG;311850;CONSOLACAO;2;2%;1;1%;63;63%;19;19%;14;14%;1;1%;100
SUDESTE;31;MG;311860;CONTAGEM;99;2.13%;148;3.18%;3.069;65.97%;761;16.36%;382;8.21%;193;4.15%;4.652
SUDESTE;31;MG;311870;COQUEIRAL;2;1.1%;7;3.85%;103;56.59%;31;17.03%;20;10.99%;19;10.44%;182
SUDESTE;31;MG;311880;CORACAO DE JESUS;35;3.16%;41;3.71%;734;66.37%;172;15.55%;78;7.05%;46;4.16%;1.106
SUDESTE;31;MG;311890;CORDISBURGO;9;3.3%;5;1.83%;169;61.9%;51;18.68%;17;6.23%;22;8.06%;273
SUDESTE;31;MG;311900;CORDISLANDIA;2;1.46%;0;-;86;62.77%;27;19.71%;13;9.49%;9;6.57%;137
SUDESTE;31;MG;311910;CORINTO;21;2.71%;36;4.65%;473;61.03%;119;15.35%;74;9.55%;52;6.71%;775
SUDESTE;31;MG;311920;COROACI;11;2.4%;5;1.09%;302;65.94%;80;17.47%;41;8.95%;19;4.15%;458
SUDESTE;31;MG;311930;COROMANDEL;3;0.66%;11;2.42%;302;66.52%;76;16.74%;34;7.49%;28;6.17%;454
SUDESTE;31;MG;311940;CORONEL FABRICIANO;44;2.76%;35;2.2%;1.038;65.16%;249;15.63%;134;8.41%;93;5.84%;1.593
SUDESTE;31;MG;311950;CORONEL MURTA;3;0.75%;9;2.25%;289;72.25%;58;14.5%;29;7.25%;12;3%;400
SUDESTE;31;MG;311960;CORONEL PACHECO;2;1.53%;2;1.53%;82;62.6%;31;23.66%;8;6.11%;6;4.58%;131
SUDESTE;31;MG;311970;CORONEL XAVIER CHAVES;2;2.38%;1;1.19%;66;78.57%;11;13.1%;4;4.76%;0;-;84
SUDESTE;31;MG;311980;CORREGO DANTA;1;1.3%;1;1.3%;50;64.94%;12;15.58%;6;7.79%;7;9.09%;77
SUDESTE;31;MG;311990;CORREGO DO BOM JESUS;1;1.25%;2;2.5%;38;47.5%;23;28.75%;12;15%;4;5%;80
SUDESTE;31;MG;311995;CORREGO FUNDO;2;0.87%;5;2.18%;152;66.38%;37;16.16%;20;8.73%;13;5.68%;229
SUDESTE;31;MG;312000;CORREGO NOVO;1;0.63%;6;3.75%;111;69.38%;24;15%;12;7.5%;6;3.75%;160
SUDESTE;31;MG;312010;COUTO DE MAGALHAES DE MINAS;11;3.73%;13;4.41%;212;71.86%;41;13.9%;16;5.42%;2;0.68%;295
SUDESTE;31;MG;312015;CRISOLITA;5;1.38%;16;4.42%;273;75.41%;46;12.71%;13;3.59%;9;2.49%;362
SUDESTE;31;MG;312020;CRISTAIS;4;1%;16;3.98%;258;64.18%;65;16.17%;45;11.19%;14;3.48%;402
SUDESTE;31;MG;312030;CRISTALIA;11;2.23%;16;3.24%;306;61.94%;87;17.61%;45;9.11%;29;5.87%;494
SUDESTE;31;MG;312040;CRISTIANO OTONI;0;-;6;3.51%;116;67.84%;23;13.45%;13;7.6%;13;7.6%;171
SUDESTE;31;MG;312050;CRISTINA;4;0.94%;4;0.94%;290;68.08%;66;15.49%;37;8.69%;25;5.87%;426
SUDESTE;31;MG;312060;CRUCILANDIA;6;3.16%;7;3.68%;115;60.53%;32;16.84%;17;8.95%;13;6.84%;190
SUDESTE;31;MG;312070;CRUZEIRO DA FORTALEZA;0;-;3;2.11%;100;70.42%;19;13.38%;15;10.56%;5;3.52%;142
SUDESTE;31;MG;312080;CRUZILIA;10;2.44%;5;1.22%;294;71.88%;56;13.69%;28;6.85%;16;3.91%;409
SUDESTE;31;MG;312083;CUPARAQUE;3;1.14%;10;3.79%;152;57.58%;55;20.83%;36;13.64%;8;3.03%;264
SUDESTE;31;MG;312087;CURRAL DE DENTRO;7;1.99%;12;3.41%;237;67.33%;56;15.91%;20;5.68%;20;5.68%;352
SUDESTE;31;MG;312090;CURVELO;20;0.83%;53;2.19%;1.623;67.12%;386;15.96%;230;9.51%;106;4.38%;2.418
SUDESTE;31;MG;312100;DATAS;4;1.3%;7;2.27%;223;72.4%;46;14.94%;21;6.82%;7;2.27%;308
SUDESTE;31;MG;312110;DELFIM MOREIRA;3;1.61%;4;2.15%;118;63.44%;40;21.51%;14;7.53%;7;3.76%;186
SUDESTE;31;MG;312120;DELFINOPOLIS;1;0.41%;3;1.24%;146;60.33%;45;18.6%;28;11.57%;19;7.85%;242
SUDESTE;31;MG;312125;DELTA;4;0.87%;16;3.47%;329;71.37%;65;14.1%;32;6.94%;15;3.25%;461
SUDESTE;31;MG;312130;DESCOBERTO;0;-;2;1.56%;69;53.91%;31;24.22%;15;11.72%;11;8.59%;128
SUDESTE;31;MG;312140;DESTERRO DE ENTRE RIOS;6;2.21%;4;1.48%;184;67.9%;31;11.44%;25;9.23%;21;7.75%;271
SUDESTE;31;MG;312150;DESTERRO DO MELO;1;0.77%;0;-;80;61.54%;31;23.85%;12;9.23%;6;4.62%;130
SUDESTE;31;MG;312160;DIAMANTINA;43;3.8%;41;3.63%;793;70.11%;139;12.29%;62;5.48%;53;4.69%;1.131
SUDESTE;31;MG;312170;DIOGO DE VASCONCELOS;2;1.67%;5;4.17%;88;73.33%;19;15.83%;3;2.5%;3;2.5%;120
SUDESTE;31;MG;312180;DIONISIO;7;2.73%;9;3.52%;178;69.53%;28;10.94%;24;9.38%;10;3.91%;256
SUDESTE;31;MG;312190;DIVINESIA;3;1.31%;8;3.49%;142;62.01%;42;18.34%;22;9.61%;12;5.24%;229
SUDESTE;31;MG;312200;DIVINO;36;3.53%;28;2.75%;699;68.53%;149;14.61%;62;6.08%;46;4.51%;1.020
SUDESTE;31;MG;312210;DIVINO DAS LARANJEIRAS;3;1.46%;13;6.34%;134;65.37%;28;13.66%;18;8.78%;9;4.39%;205
SUDESTE;31;MG;312220;DIVINOLANDIA DE MINAS;3;0.89%;11;3.27%;204;60.71%;62;18.45%;35;10.42%;21;6.25%;336
SUDESTE;31;MG;312230;DIVINOPOLIS;33;2.01%;55;3.35%;1.124;68.45%;248;15.1%;120;7.31%;62;3.78%;1.642
SUDESTE;31;MG;312235;DIVISA ALEGRE;3;0.98%;9;2.93%;240;78.18%;38;12.38%;10;3.26%;7;2.28%;307
SUDESTE;31;MG;312240;DIVISA NOVA;2;1.72%;2;1.72%;79;68.1%;21;18.1%;11;9.48%;1;0.86%;116
SUDESTE;31;MG;312245;DIVISOPOLIS;11;2.35%;13;2.77%;332;70.79%;52;11.09%;36;7.68%;25;5.33%;469
SUDESTE;31;MG;312247;DOM BOSCO;4;2.86%;6;4.29%;81;57.86%;21;15%;17;12.14%;11;7.86%;140
SUDESTE;31;MG;312250;DOM CAVATI;1;0.4%;9;3.63%;191;77.02%;27;10.89%;14;5.65%;6;2.42%;248
SUDESTE;31;MG;312260;DOM JOAQUIM;4;1.96%;3;1.47%;133;65.2%;43;21.08%;11;5.39%;10;4.9%;204
SUDESTE;31;MG;312270;DOM SILVERIO;1;0.6%;5;2.98%;109;64.88%;29;17.26%;20;11.9%;4;2.38%;168
SUDESTE;31;MG;312280;DOM VICOSO;2;2.33%;5;5.81%;60;69.77%;10;11.63%;5;5.81%;4;4.65%;86
SUDESTE;31;MG;312290;DONA EUSEBIA;3;2.08%;2;1.39%;90;62.5%;28;19.44%;15;10.42%;6;4.17%;144
SUDESTE;31;MG;312300;DORES DE CAMPOS;0;-;1;0.88%;60;53.1%;34;30.09%;16;14.16%;2;1.77%;113
SUDESTE;31;MG;312310;DORES DE GUANHAES;8;3.4%;10;4.26%;154;65.53%;42;17.87%;14;5.96%;7;2.98%;235
SUDESTE;31;MG;312320;DORES DO INDAIA;2;0.64%;5;1.6%;196;62.62%;47;15.02%;44;14.06%;19;6.07%;313
SUDESTE;31;MG;312330;DORES DO TURVO;4;1.86%;10;4.65%;115;53.49%;49;22.79%;31;14.42%;6;2.79%;215
SUDESTE;31;MG;312340;DORESOPOLIS;1;0.97%;1;0.97%;58;56.31%;26;25.24%;12;11.65%;5;4.85%;103
SUDESTE;31;MG;312350;DOURADOQUARA;2;1.83%;3;2.75%;75;68.81%;13;11.93%;11;10.09%;5;4.59%;109
SUDESTE;31;MG;312352;DURANDE;5;1.45%;20;5.81%;192;55.81%;70;20.35%;38;11.05%;19;5.52%;344
SUDESTE;31;MG;312360;ELOI MENDES;7;0.97%;4;0.55%;310;42.82%;205;28.31%;124;17.13%;74;10.22%;724
SUDESTE;31;MG;312370;ENGENHEIRO CALDAS;5;1.15%;18;4.16%;284;65.59%;62;14.32%;36;8.31%;28;6.47%;433
SUDESTE;31;MG;312380;ENGENHEIRO NAVARRO;9;1.86%;12;2.48%;293;60.54%;91;18.8%;60;12.4%;19;3.93%;484
SUDESTE;31;MG;312385;ENTRE FOLHAS;11;4.09%;7;2.6%;165;61.34%;54;20.07%;21;7.81%;11;4.09%;269
SUDESTE;31;MG;312390;ENTRE RIOS DE MINAS;5;1.9%;10;3.8%;153;58.17%;56;21.29%;26;9.89%;13;4.94%;263
