Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
SUDESTE;31;MG;312190;DIVINESIA;3;1.25%;5;2.08%;150;62.5%;55;22.92%;19;7.92%;8;3.33%;240
SUDESTE;31;MG;312200;DIVINO;6;0.87%;25;3.64%;472;68.7%;125;18.2%;50;7.28%;9;1.31%;687
SUDESTE;31;MG;312210;DIVINO DAS LARANJEIRAS;2;0.84%;11;4.62%;141;59.24%;47;19.75%;25;10.5%;12;5.04%;238
SUDESTE;31;MG;312220;DIVINOLANDIA DE MINAS;2;0.43%;17;3.68%;317;68.61%;79;17.1%;33;7.14%;14;3.03%;462
SUDESTE;31;MG;312230;DIVINOPOLIS;18;0.82%;65;2.95%;1.359;61.74%;465;21.13%;233;10.59%;61;2.77%;2.201
SUDESTE;31;MG;312235;DIVISA ALEGRE;11;1.94%;18;3.17%;404;71.13%;92;16.2%;36;6.34%;7;1.23%;568
SUDESTE;31;MG;312240;DIVISA NOVA;0;-;2;1.19%;112;66.67%;35;20.83%;14;8.33%;5;2.98%;168
SUDESTE;31;MG;312245;DIVISOPOLIS;0;-;4;3.23%;80;64.52%;25;20.16%;14;11.29%;1;0.81%;124
SUDESTE;31;MG;312247;DOM BOSCO;2;1.08%;2;1.08%;117;63.24%;42;22.7%;19;10.27%;3;1.62%;185
SUDESTE;31;MG;312250;DOM CAVATI;2;1.77%;0;-;77;68.14%;25;22.12%;7;6.19%;2;1.77%;113
SUDESTE;31;MG;312260;DOM JOAQUIM;1;0.62%;4;2.48%;96;59.63%;35;21.74%;21;13.04%;4;2.48%;161
SUDESTE;31;MG;312270;DOM SILVERIO;2;0.81%;4;1.61%;177;71.37%;46;18.55%;16;6.45%;3;1.21%;248
SUDESTE;31;MG;312280;DOM VICOSO;0;-;2;5.56%;25;69.44%;5;13.89%;3;8.33%;1;2.78%;36
SUDESTE;31;MG;312290;DONA EUSEBIA;4;2.21%;7;3.87%;119;65.75%;31;17.13%;15;8.29%;5;2.76%;181
SUDESTE;31;MG;312300;DORES DE CAMPOS;2;1.77%;2;1.77%;90;79.65%;15;13.27%;4;3.54%;0;-;113
SUDESTE;31;MG;312310;DORES DE GUANHAES;2;0.97%;10;4.85%;146;70.87%;36;17.48%;6;2.91%;6;2.91%;206
SUDESTE;31;MG;312320;DORES DO INDAIA;0;-;15;3.41%;270;61.36%;88;20%;49;11.14%;18;4.09%;440
SUDESTE;31;MG;312330;DORES DO TURVO;0;-;6;6.52%;71;77.17%;9;9.78%;6;6.52%;0;-;92
SUDESTE;31;MG;312340;DORESOPOLIS;0;-;2;1.05%;111;58.42%;40;21.05%;33;17.37%;4;2.11%;190
SUDESTE;31;MG;312350;DOURADOQUARA;1;1.49%;4;5.97%;43;64.18%;11;16.42%;5;7.46%;3;4.48%;67
SUDESTE;31;MG;312352;DURANDE;4;0.98%;12;2.94%;303;74.26%;61;14.95%;26;6.37%;2;0.49%;408
SUDESTE;31;MG;312360;ELOI MENDES;3;0.39%;16;2.09%;479;62.53%;155;20.23%;89;11.62%;24;3.13%;766
SUDESTE;31;MG;312370;ENGENHEIRO CALDAS;5;2.18%;11;4.8%;145;63.32%;38;16.59%;24;10.48%;6;2.62%;229
SUDESTE;31;MG;312380;ENGENHEIRO NAVARRO;16;1.96%;23;2.82%;518;63.56%;179;21.96%;73;8.96%;6;0.74%;815
SUDESTE;31;MG;312385;ENTRE FOLHAS;2;0.84%;4;1.69%;157;66.24%;54;22.78%;18;7.59%;2;0.84%;237
SUDESTE;31;MG;312390;ENTRE RIOS DE MINAS;13;1.57%;31;3.73%;535;64.46%;155;18.67%;77;9.28%;19;2.29%;830
SUDESTE;31;MG;312400;ERVALIA;4;0.95%;11;2.6%;315;74.47%;62;14.66%;26;6.15%;5;1.18%;423
SUDESTE;31;MG;312410;ESMERALDAS;2;0.25%;29;3.57%;497;61.13%;169;20.79%;96;11.81%;20;2.46%;813
SUDESTE;31;MG;312420;ESPERA FELIZ;2;0.52%;14;3.61%;236;60.82%;82;21.13%;42;10.82%;12;3.09%;388
SUDESTE;31;MG;312430;ESPINOSA;14;0.82%;58;3.38%;1.217;70.96%;297;17.32%;105;6.12%;24;1.4%;1.715
SUDESTE;31;MG;312440;ESPIRITO SANTO DO DOURADO;0;-;0;-;30;60%;12;24%;6;12%;2;4%;50
SUDESTE;31;MG;312450;ESTIVA;1;5.26%;0;-;13;68.42%;3;15.79%;2;10.53%;0;-;19
SUDESTE;31;MG;312460;ESTRELA DALVA;0;-;4;3.17%;80;63.49%;23;18.25%;14;11.11%;5;3.97%;126
SUDESTE;31;MG;312470;ESTRELA DO INDAIA;0;-;1;1.25%;49;61.25%;14;17.5%;11;13.75%;5;6.25%;80
SUDESTE;31;MG;312480;ESTRELA DO SUL;0;-;4;2.74%;93;63.7%;32;21.92%;15;10.27%;2;1.37%;146
SUDESTE;31;MG;312490;EUGENOPOLIS;2;0.6%;7;2.1%;198;59.46%;81;24.32%;38;11.41%;7;2.1%;333
SUDESTE;31;MG;312500;EWBANK DA CAMARA;1;0.41%;4;1.63%;136;55.51%;55;22.45%;41;16.73%;8;3.27%;245
SUDESTE;31;MG;312510;EXTREMA;1;0.34%;5;1.72%;141;48.62%;75;25.86%;50;17.24%;18;6.21%;290
SUDESTE;31;MG;312520;FAMA;0;-;3;11.54%;16;61.54%;3;11.54%;2;7.69%;2;7.69%;26
SUDESTE;31;MG;312530;FARIA LEMOS;0;-;1;11.11%;5;55.56%;3;33.33%;0;-;0;-;9
SUDESTE;31;MG;312540;FELICIO DOS SANTOS;1;0.35%;2;0.69%;187;64.93%;60;20.83%;34;11.81%;4;1.39%;288
SUDESTE;31;MG;312560;FELISBURGO;1;1.11%;4;4.44%;59;65.56%;13;14.44%;9;10%;4;4.44%;90
SUDESTE;31;MG;312570;FELIXLANDIA;5;0.7%;20;2.81%;438;61.43%;154;21.6%;68;9.54%;28;3.93%;713
SUDESTE;31;MG;312580;FERNANDES TOURINHO;0;-;5;3.52%;85;59.86%;27;19.01%;19;13.38%;6;4.23%;142
SUDESTE;31;MG;312590;FERROS;1;1.28%;3;3.85%;47;60.26%;17;21.79%;6;7.69%;4;5.13%;78
SUDESTE;31;MG;312595;FERVEDOURO;5;1.05%;17;3.56%;321;67.3%;84;17.61%;39;8.18%;11;2.31%;477
SUDESTE;31;MG;312600;FLORESTAL;4;2.76%;3;2.07%;98;67.59%;28;19.31%;10;6.9%;2;1.38%;145
SUDESTE;31;MG;312610;FORMIGA;4;0.47%;30;3.53%;515;60.59%;172;20.24%;98;11.53%;31;3.65%;850
SUDESTE;31;MG;312620;FORMOSO;6;0.67%;29;3.26%;611;68.73%;157;17.66%;71;7.99%;15;1.69%;889
SUDESTE;31;MG;312630;FORTALEZA DE MINAS;0;-;3;2.5%;78;65%;15;12.5%;17;14.17%;7;5.83%;120
SUDESTE;31;MG;312640;FORTUNA DE MINAS;4;2.21%;6;3.31%;106;58.56%;40;22.1%;17;9.39%;8;4.42%;181
SUDESTE;31;MG;312650;FRANCISCO BADARO;8;2.06%;12;3.09%;285;73.45%;48;12.37%;32;8.25%;3;0.77%;388
SUDESTE;31;MG;312660;FRANCISCO DUMONT;4;1.13%;7;1.97%;225;63.38%;70;19.72%;41;11.55%;8;2.25%;355
SUDESTE;31;MG;312670;FRANCISCO SA;12;1.59%;32;4.25%;519;68.92%;130;17.26%;48;6.37%;12;1.59%;753
SUDESTE;31;MG;312675;FRANCISCOPOLIS;11;2.36%;10;2.14%;314;67.24%;96;20.56%;29;6.21%;7;1.5%;467
SUDESTE;31;MG;312680;FREI GASPAR;2;0.83%;9;3.75%;190;79.17%;31;12.92%;8;3.33%;0;-;240
SUDESTE;31;MG;312690;FREI INOCENCIO;0;-;6;5.22%;74;64.35%;25;21.74%;8;6.96%;2;1.74%;115
SUDESTE;31;MG;312695;FREI LAGONEGRO;1;0.78%;5;3.91%;82;64.06%;31;24.22%;8;6.25%;1;0.78%;128
SUDESTE;31;MG;312700;FRONTEIRA;1;0.46%;6;2.76%;141;64.98%;37;17.05%;23;10.6%;9;4.15%;217
SUDESTE;31;MG;312705;FRONTEIRA DOS VALES;0;-;3;3.03%;60;60.61%;19;19.19%;15;15.15%;2;2.02%;99
SUDESTE;31;MG;312707;FRUTA DE LEITE;4;1.49%;4;1.49%;206;76.87%;38;14.18%;12;4.48%;4;1.49%;268
SUDESTE;31;MG;312710;FRUTAL;7;1.87%;12;3.21%;245;65.51%;64;17.11%;38;10.16%;8;2.14%;374
SUDESTE;31;MG;312720;FUNILANDIA;3;1.83%;6;3.66%;100;60.98%;32;19.51%;19;11.59%;4;2.44%;164
SUDESTE;31;MG;312730;GALILEIA;14;2.25%;23;3.7%;443;71.34%;99;15.94%;35;5.64%;7;1.13%;621
SUDESTE;31;MG;312733;GAMELEIRAS;6;1.14%;29;5.5%;370;70.21%;98;18.6%;21;3.98%;3;0.57%;527
SUDESTE;31;MG;312735;GLAUCILANDIA;1;1.56%;2;3.13%;41;64.06%;13;20.31%;6;9.38%;1;1.56%;64
SUDESTE;31;MG;312737;GOIABEIRA;1;0.8%;3;2.4%;79;63.2%;21;16.8%;16;12.8%;5;4%;125
SUDESTE;31;MG;312738;GOIANA;0;-;2;2.22%;61;67.78%;16;17.78%;8;8.89%;3;3.33%;90
SUDESTE;31;MG;312740;GONCALVES;0;-;0;-;22;56.41%;10;25.64%;4;10.26%;3;7.69%;39
SUDESTE;31;MG;312750;GONZAGA;2;1.18%;5;2.96%;117;69.23%;30;17.75%;14;8.28%;1;0.59%;169
SUDESTE;31;MG;312760;GOUVEIA;4;1.04%;19;4.94%;244;63.38%;77;20%;28;7.27%;13;3.38%;385
SUDESTE;31;MG;312770;GOVERNADOR VALADARES;141;2.75%;136;2.65%;3.356;65.46%;959;18.7%;410;8%;125;2.44%;5.127
SUDESTE;31;MG;312780;GRAO MOGOL;2;0.24%;84;10.16%;606;73.28%;88;10.64%;39;4.72%;8;0.97%;827
SUDESTE;31;MG;312790;GRUPIARA;0;-;2;4.55%;17;38.64%;13;29.55%;7;15.91%;5;11.36%;44
SUDESTE;31;MG;312800;GUANHAES;10;0.76%;30;2.29%;822;62.8%;262;20.02%;145;11.08%;40;3.06%;1.309
SUDESTE;31;MG;312810;GUAPE;5;0.69%;27;3.74%;454;62.88%;137;18.98%;80;11.08%;19;2.63%;722
SUDESTE;31;MG;312820;GUARACIABA;6;1.46%;8;1.94%;269;65.29%;89;21.6%;28;6.8%;12;2.91%;412
SUDESTE;31;MG;312825;GUARACIAMA;1;0.33%;5;1.64%;214;70.16%;66;21.64%;16;5.25%;3;0.98%;305
SUDESTE;31;MG;312830;GUARANESIA;4;0.64%;11;1.76%;424;67.73%;109;17.41%;66;10.54%;12;1.92%;626
SUDESTE;31;MG;312840;GUARANI;4;1.93%;5;2.42%;134;64.73%;34;16.43%;23;11.11%;7;3.38%;207
SUDESTE;31;MG;312850;GUARARA;1;1.22%;3;3.66%;52;63.41%;21;25.61%;4;4.88%;1;1.22%;82
SUDESTE;31;MG;312860;GUARDA-MOR;3;2.03%;4;2.7%;88;59.46%;25;16.89%;21;14.19%;7;4.73%;148
SUDESTE;31;MG;312870;GUAXUPE;5;0.75%;22;3.3%;393;59.01%;142;21.32%;76;11.41%;28;4.2%;666
SUDESTE;31;MG;312880;GUIDOVAL;9;2.25%;12;3%;256;64%;79;19.75%;37;9.25%;7;1.75%;400
SUDESTE;31;MG;312890;GUIMARANIA;5;0.99%;17;3.37%;382;75.64%;76;15.05%;18;3.56%;7;1.39%;505
SUDESTE;31;MG;312900;GUIRICEMA;1;0.58%;7;4.07%;115;66.86%;28;16.28%;15;8.72%;6;3.49%;172
SUDESTE;31;MG;312910;GURINHATA;1;0.42%;10;4.18%;137;57.32%;51;21.34%;31;12.97%;9;3.77%;239
SUDESTE;31;MG;312920;HELIODORA;0;-;0;-;76;72.38%;19;18.1%;9;8.57%;1;0.95%;105
SUDESTE;31;MG;312930;IAPU;0;-;10;3.16%;208;65.82%;52;16.46%;38;12.03%;8;2.53%;316
SUDESTE;31;MG;312940;IBERTIOGA;1;1.09%;6;6.52%;66;71.74%;11;11.96%;6;6.52%;2;2.17%;92
SUDESTE;31;MG;312950;IBIA;3;0.7%;10;2.35%;270;63.38%;82;19.25%;49;11.5%;12;2.82%;426
SUDESTE;31;MG;312960;IBIAI;4;1.03%;15;3.86%;270;69.41%;63;16.2%;33;8.48%;4;1.03%;389
SUDESTE;31;MG;312965;IBIRACATU;4;1.35%;11;3.7%;199;67%;50;16.84%;27;9.09%;6;2.02%;297
SUDESTE;31;MG;312970;IBIRACI;7;2.42%;15;5.19%;170;58.82%;54;18.69%;33;11.42%;10;3.46%;289
SUDESTE;31;MG;312980;IBIRITE;64;1.28%;153;3.06%;3.266;65.22%;973;19.43%;430;8.59%;122;2.44%;5.008
SUDESTE;31;MG;312990;IBITIURA DE MINAS;0;-;0;-;21;67.74%;4;12.9%;3;9.68%;3;9.68%;31
SUDESTE;31;MG;313000;IBITURUNA;0;-;7;5.11%;88;64.23%;24;17.52%;16;11.68%;2;1.46%;137
SUDESTE;31;MG;313005;ICARAI DE MINAS;3;1.05%;3;1.05%;203;70.73%;56;19.51%;19;6.62%;3;1.05%;287
SUDESTE;31;MG;313010;IGARAPE;3;1.14%;6;2.28%;183;69.58%;40;15.21%;24;9.13%;7;2.66%;263
SUDESTE;31;MG;313020;IGARATINGA;1;0.34%;8;2.7%;162;54.73%;77;26.01%;36;12.16%;12;4.05%;296
SUDESTE;31;MG;313030;IGUATAMA;2;0.69%;7;2.41%;176;60.69%;53;18.28%;42;14.48%;10;3.45%;290
SUDESTE;31;MG;313040;IJACI;0;-;0;-;5;50%;4;40%;1;10%;0;-;10
SUDESTE;31;MG;313050;ILICINEA;6;1.72%;9;2.58%;233;66.76%;59;16.91%;35;10.03%;7;2.01%;349
SUDESTE;31;MG;313055;IMBE DE MINAS;4;0.62%;17;2.64%;464;71.94%;99;15.35%;56;8.68%;5;0.78%;645
SUDESTE;31;MG;313060;INCONFIDENTES;1;0.58%;4;2.33%;89;51.74%;39;22.67%;27;15.7%;12;6.98%;172
SUDESTE;31;MG;313065;INDAIABIRA;4;1.18%;14;4.12%;205;60.29%;44;12.94%;12;3.53%;61;17.94%;340
SUDESTE;31;MG;313070;INDIANOPOLIS;4;0.99%;9;2.22%;248;61.08%;76;18.72%;54;13.3%;15;3.69%;406
SUDESTE;31;MG;313080;INGAI;0;-;0;-;1;33.33%;1;33.33%;1;33.33%;0;-;3
SUDESTE;31;MG;313090;INHAPIM;14;0.88%;31;1.94%;1.163;72.96%;293;18.38%;82;5.14%;11;0.69%;1.594
SUDESTE;31;MG;313100;INHAUMA;4;1.09%;8;2.17%;229;62.23%;65;17.66%;50;13.59%;12;3.26%;368
SUDESTE;31;MG;313110;INIMUTABA;9;0.94%;27;2.81%;685;71.21%;167;17.36%;62;6.44%;12;1.25%;962
SUDESTE;31;MG;313115;IPABA;8;1.48%;23;4.26%;364;67.41%;88;16.3%;44;8.15%;13;2.41%;540
SUDESTE;31;MG;313120;IPANEMA;4;0.56%;22;3.07%;461;64.3%;136;18.97%;76;10.6%;18;2.51%;717
SUDESTE;31;MG;313130;IPATINGA;38;1.09%;108;3.09%;2.015;57.72%;721;20.65%;408;11.69%;201;5.76%;3.491
SUDESTE;31;MG;313140;IPIACU;0;-;2;2.5%;47;58.75%;16;20%;12;15%;3;3.75%;80
SUDESTE;31;MG;313150;IPUIUNA;1;0.32%;9;2.89%;190;61.09%;69;22.19%;32;10.29%;10;3.22%;311
SUDESTE;31;MG;313160;IRAI DE MINAS;2;1.03%;5;2.58%;129;66.49%;37;19.07%;17;8.76%;4;2.06%;194
SUDESTE;31;MG;313170;ITABIRA;8;1.35%;30;5.08%;331;56.01%;115;19.46%;79;13.37%;28;4.74%;591
SUDESTE;31;MG;313180;ITABIRINHA;1;1.02%;0;-;69;70.41%;15;15.31%;9;9.18%;4;4.08%;98
SUDESTE;31;MG;313190;ITABIRITO;5;0.49%;24;2.35%;670;65.62%;201;19.69%;97;9.5%;24;2.35%;1.021
SUDESTE;31;MG;313200;ITACAMBIRA;3;0.9%;14;4.22%;229;68.98%;66;19.88%;15;4.52%;5;1.51%;332
SUDESTE;31;MG;313210;ITACARAMBI;2;0.37%;20;3.72%;379;70.45%;103;19.14%;24;4.46%;10;1.86%;538
SUDESTE;31;MG;313220;ITAGUARA;0;-;11;3.51%;179;57.19%;67;21.41%;39;12.46%;17;5.43%;313
SUDESTE;31;MG;313230;ITAIPE;14;1.21%;42;3.63%;819;70.85%;200;17.3%;69;5.97%;12;1.04%;1.156
SUDESTE;31;MG;313240;ITAJUBA;15;0.94%;42;2.63%;1.011;63.23%;319;19.95%;169;10.57%;43;2.69%;1.599
SUDESTE;31;MG;313250;ITAMARANDIBA;11;0.78%;49;3.45%;1.018;71.74%;220;15.5%;103;7.26%;18;1.27%;1.419
SUDESTE;31;MG;313260;ITAMARATI DE MINAS;0;-;3;4.23%;39;54.93%;17;23.94%;9;12.68%;3;4.23%;71
SUDESTE;31;MG;313270;ITAMBACURI;7;0.46%;39;2.56%;1.095;71.99%;256;16.83%;96;6.31%;28;1.84%;1.521
SUDESTE;31;MG;313280;ITAMBE DO MATO DENTRO;1;5.88%;1;5.88%;11;64.71%;2;11.76%;2;11.76%;0;-;17
SUDESTE;31;MG;313290;ITAMOGI;3;1.69%;1;0.56%;97;54.49%;40;22.47%;27;15.17%;10;5.62%;178
SUDESTE;31;MG;313300;ITAMONTE;1;0.47%;0;-;124;58.22%;57;26.76%;26;12.21%;5;2.35%;213
SUDESTE;31;MG;313310;ITANHANDU;1;0.61%;3;1.84%;98;60.12%;35;21.47%;18;11.04%;8;4.91%;163
SUDESTE;31;MG;313320;ITANHOMI;2;0.62%;4;1.23%;219;67.59%;68;20.99%;25;7.72%;6;1.85%;324
SUDESTE;31;MG;313330;ITAOBIM;2;0.78%;14;5.43%;152;58.91%;56;21.71%;26;10.08%;8;3.1%;258
SUDESTE;31;MG;313340;ITAPAGIPE;1;0.36%;10;3.65%;168;61.31%;52;18.98%;38;13.87%;5;1.82%;274
SUDESTE;31;MG;313350;ITAPECERICA;3;1.01%;5;1.68%;164;55.22%;76;25.59%;37;12.46%;12;4.04%;297
SUDESTE;31;MG;313360;ITAPEVA;0;-;4;2.67%;86;57.33%;36;24%;22;14.67%;2;1.33%;150
SUDESTE;31;MG;313370;ITATIAIUCU;6;1.52%;12;3.04%;237;60%;76;19.24%;51;12.91%;13;3.29%;395
SUDESTE;31;MG;313375;ITAU DE MINAS;1;0.48%;8;3.81%;116;55.24%;36;17.14%;34;16.19%;15;7.14%;210
SUDESTE;31;MG;313380;ITAUNA;13;1.02%;38;2.99%;801;63.12%;237;18.68%;151;11.9%;29;2.29%;1.269
SUDESTE;31;MG;313390;ITAVERAVA;2;0.46%;11;2.53%;298;68.66%;79;18.2%;38;8.76%;6;1.38%;434
SUDESTE;31;MG;313400;ITINGA;28;1.84%;68;4.48%;1.072;70.62%;228;15.02%;107;7.05%;15;0.99%;1.518
SUDESTE;31;MG;313410;ITUETA;0;-;5;3.18%;89;56.69%;35;22.29%;23;14.65%;5;3.18%;157
SUDESTE;31;MG;313420;ITUIUTABA;8;1.29%;24;3.87%;349;56.29%;121;19.52%;89;14.35%;29;4.68%;620
SUDESTE;31;MG;313430;ITUMIRIM;2;1.77%;4;3.54%;65;57.52%;27;23.89%;14;12.39%;1;0.88%;113
SUDESTE;31;MG;313440;ITURAMA;11;1.87%;22;3.75%;379;64.57%;95;16.18%;56;9.54%;24;4.09%;587
SUDESTE;31;MG;313450;ITUTINGA;3;1.97%;8;5.26%;93;61.18%;28;18.42%;15;9.87%;5;3.29%;152
SUDESTE;31;MG;313460;JABOTICATUBAS;11;1.52%;26;3.58%;484;66.67%;121;16.67%;69;9.5%;15;2.07%;726
SUDESTE;31;MG;313470;JACINTO;2;0.48%;8;1.94%;293;70.94%;74;17.92%;28;6.78%;8;1.94%;413
SUDESTE;31;MG;313480;JACUI;2;0.66%;5;1.65%;177;58.42%;57;18.81%;47;15.51%;15;4.95%;303
SUDESTE;31;MG;313490;JACUTINGA;2;0.33%;27;4.49%;352;58.47%;120;19.93%;77;12.79%;24;3.99%;602
SUDESTE;31;MG;313500;JAGUARACU;0;-;3;6.67%;24;53.33%;8;17.78%;8;17.78%;2;4.44%;45
SUDESTE;31;MG;313505;JAIBA;7;0.78%;36;4.03%;590;66%;180;20.13%;71;7.94%;10;1.12%;894
SUDESTE;31;MG;313507;JAMPRUCA;1;0.42%;8;3.38%;171;72.15%;35;14.77%;20;8.44%;2;0.84%;237
SUDESTE;31;MG;313510;JANAUBA;39;1.36%;87;3.04%;1.807;63.07%;575;20.07%;299;10.44%;58;2.02%;2.865
SUDESTE;31;MG;313520;JANUARIA;14;1.05%;42;3.14%;939;70.23%;226;16.9%;91;6.81%;25;1.87%;1.337
SUDESTE;31;MG;313530;JAPARAIBA;1;0.47%;4;1.9%;139;65.88%;41;19.43%;24;11.37%;2;0.95%;211
SUDESTE;31;MG;313535;JAPONVAR;1;0.28%;14;3.93%;253;71.07%;64;17.98%;20;5.62%;4;1.12%;356
SUDESTE;31;MG;313540;JECEABA;0;-;4;3.51%;63;55.26%;27;23.68%;16;14.04%;4;3.51%;114
SUDESTE;31;MG;313545;JENIPAPO DE MINAS;6;2.59%;16;6.9%;166;71.55%;34;14.66%;9;3.88%;1;0.43%;232
SUDESTE;31;MG;313550;JEQUERI;6;0.9%;8;1.21%;462;69.68%;111;16.74%;57;8.6%;19;2.87%;663
SUDESTE;31;MG;313560;JEQUITAI;3;0.85%;7;1.99%;241;68.66%;71;20.23%;26;7.41%;3;0.85%;351
SUDESTE;31;MG;313570;JEQUITIBA;4;1.55%;10;3.88%;164;63.57%;46;17.83%;20;7.75%;14;5.43%;258
SUDESTE;31;MG;313580;JEQUITINHONHA;2;0.64%;13;4.14%;209;66.56%;54;17.2%;29;9.24%;7;2.23%;314
SUDESTE;31;MG;313590;JESUANIA;1;0.53%;4;2.12%;130;68.78%;34;17.99%;16;8.47%;4;2.12%;189
SUDESTE;31;MG;313600;JOAIMA;2;0.88%;1;0.44%;146;64.04%;52;22.81%;20;8.77%;7;3.07%;228
SUDESTE;31;MG;313610;JOANESIA;4;1.28%;9;2.88%;204;65.18%;60;19.17%;27;8.63%;9;2.88%;313
SUDESTE;31;MG;313620;JOAO MONLEVADE;4;1.15%;7;2.01%;224;64.37%;70;20.11%;38;10.92%;5;1.44%;348
SUDESTE;31;MG;313630;JOAO PINHEIRO;28;1.32%;59;2.78%;1.355;63.76%;395;18.59%;213;10.02%;75;3.53%;2.125
SUDESTE;31;MG;313640;JOAQUIM FELICIO;0;-;2;2.33%;62;72.09%;13;15.12%;8;9.3%;1;1.16%;86
SUDESTE;31;MG;313650;JORDANIA;5;1.67%;5;1.67%;196;65.33%;62;20.67%;28;9.33%;4;1.33%;300
SUDESTE;31;MG;313652;JOSE GONCALVES DE MINAS;2;1%;7;3.5%;138;69%;35;17.5%;18;9%;0;-;200
SUDESTE;31;MG;313655;JOSE RAYDAN;3;1.9%;3;1.9%;96;60.76%;44;27.85%;11;6.96%;1;0.63%;158
SUDESTE;31;MG;313657;JOSENOPOLIS;0;-;0;-;2;100%;0;-;0;-;0;-;2
SUDESTE;31;MG;313665;JUATUBA;7;0.79%;18;2.04%;572;64.71%;176;19.91%;88;9.95%;23;2.6%;884
SUDESTE;31;MG;313670;JUIZ DE FORA;4;0.36%;30;2.71%;639;57.83%;236;21.36%;141;12.76%;55;4.98%;1.105
SUDESTE;31;MG;313680;JURAMENTO;5;1.16%;14;3.24%;298;68.98%;86;19.91%;24;5.56%;5;1.16%;432
SUDESTE;31;MG;313690;JURUAIA;2;0.67%;2;0.67%;187;62.75%;64;21.48%;34;11.41%;9;3.02%;298
SUDESTE;31;MG;313695;JUVENILIA;5;0.77%;21;3.22%;479;73.35%;101;15.47%;37;5.67%;10;1.53%;653
SUDESTE;31;MG;313700;LADAINHA;7;0.72%;25;2.59%;730;75.57%;155;16.05%;37;3.83%;12;1.24%;966
SUDESTE;31;MG;313710;LAGAMAR;3;1.54%;3;1.54%;119;61.03%;41;21.03%;26;13.33%;3;1.54%;195
SUDESTE;31;MG;313720;LAGOA DA PRATA;8;0.91%;32;3.63%;547;62.09%;172;19.52%;79;8.97%;43;4.88%;881
SUDESTE;31;MG;313730;LAGOA DOS PATOS;3;1.26%;7;2.93%;165;69.04%;43;17.99%;18;7.53%;3;1.26%;239
SUDESTE;31;MG;313740;LAGOA DOURADA;2;0.31%;22;3.36%;447;68.24%;101;15.42%;70;10.69%;13;1.98%;655
SUDESTE;31;MG;313750;LAGOA FORMOSA;4;0.56%;16;2.23%;409;56.96%;152;21.17%;100;13.93%;37;5.15%;718
SUDESTE;31;MG;313753;LAGOA GRANDE;2;1.26%;2;1.26%;95;59.75%;42;26.42%;15;9.43%;3;1.89%;159
SUDESTE;31;MG;313760;LAGOA SANTA;24;1.46%;38;2.31%;1.028;62.49%;341;20.73%;178;10.82%;36;2.19%;1.645
SUDESTE;31;MG;313770;LAJINHA;2;0.49%;11;2.69%;267;65.28%;83;20.29%;31;7.58%;15;3.67%;409
SUDESTE;31;MG;313780;LAMBARI;5;1.23%;13;3.19%;264;64.71%;88;21.57%;33;8.09%;5;1.23%;408
SUDESTE;31;MG;313790;LAMIM;1;1.79%;1;1.79%;34;60.71%;15;26.79%;3;5.36%;2;3.57%;56
SUDESTE;31;MG;313800;LARANJAL;1;0.5%;9;4.46%;143;70.79%;32;15.84%;9;4.46%;8;3.96%;202
SUDESTE;31;MG;313810;LASSANCE;4;1.27%;7;2.23%;208;66.24%;57;18.15%;28;8.92%;10;3.18%;314
SUDESTE;31;MG;313820;LAVRAS;18;0.8%;68;3.03%;1.400;62.44%;461;20.56%;227;10.12%;68;3.03%;2.242
SUDESTE;31;MG;313830;LEANDRO FERREIRA;1;1.59%;0;-;41;65.08%;8;12.7%;12;19.05%;1;1.59%;63
SUDESTE;31;MG;313835;LEME DO PRADO;0;-;9;6.98%;90;69.77%;16;12.4%;8;6.2%;6;4.65%;129
SUDESTE;31;MG;313840;LEOPOLDINA;5;0.79%;24;3.8%;376;59.49%;129;20.41%;70;11.08%;28;4.43%;632
SUDESTE;31;MG;313850;LIBERDADE;2;1.48%;2;1.48%;76;56.3%;40;29.63%;15;11.11%;0;-;135
SUDESTE;31;MG;313860;LIMA DUARTE;3;1.11%;12;4.43%;190;70.11%;38;14.02%;26;9.59%;2;0.74%;271
SUDESTE;31;MG;313862;LIMEIRA DO OESTE;1;0.96%;2;1.92%;63;60.58%;23;22.12%;11;10.58%;4;3.85%;104
SUDESTE;31;MG;313865;LONTRA;8;1.95%;18;4.38%;290;70.56%;73;17.76%;20;4.87%;2;0.49%;411
SUDESTE;31;MG;313867;LUISBURGO;5;0.72%;22;3.17%;452;65.13%;133;19.16%;70;10.09%;12;1.73%;694
SUDESTE;31;MG;313868;LUISLANDIA;2;0.39%;16;3.1%;358;69.38%;96;18.6%;34;6.59%;10;1.94%;516
SUDESTE;31;MG;313870;LUMINARIAS;0;-;1;1.45%;52;75.36%;8;11.59%;7;10.14%;1;1.45%;69
SUDESTE;31;MG;313880;LUZ;1;0.3%;14;4.22%;186;56.02%;74;22.29%;45;13.55%;12;3.61%;332
SUDESTE;31;MG;313890;MACHACALIS;6;1.94%;9;2.9%;208;67.1%;62;20%;20;6.45%;5;1.61%;310
SUDESTE;31;MG;313900;MACHADO;10;1.38%;8;1.1%;466;64.1%;154;21.18%;68;9.35%;21;2.89%;727
