Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Risco de sobrepeso;;Sobrepeso;;Obesidade;;Total
SUDESTE;31;MG;311110;CAMPINA VERDE;1;0.71%;5;3.57%;91;65%;29;20.71%;6;4.29%;8;5.71%;140
SUDESTE;31;MG;311115;CAMPO AZUL;3;1.42%;9;4.25%;152;71.7%;33;15.57%;12;5.66%;3;1.42%;212
SUDESTE;31;MG;311120;CAMPO BELO;37;2.91%;45;3.54%;822;64.72%;199;15.67%;89;7.01%;78;6.14%;1.270
SUDESTE;31;MG;311130;CAMPO DO MEIO;28;3.64%;44;5.71%;444;57.66%;135;17.53%;63;8.18%;56;7.27%;770
SUDESTE;31;MG;311140;CAMPO FLORIDO;13;5.58%;9;3.86%;131;56.22%;41;17.6%;15;6.44%;24;10.3%;233
SUDESTE;31;MG;311150;CAMPOS ALTOS;21;3.85%;20;3.67%;355;65.14%;78;14.31%;35;6.42%;36;6.61%;545
SUDESTE;31;MG;311160;CAMPOS GERAIS;14;1.76%;24;3.02%;449;56.41%;167;20.98%;79;9.92%;63;7.91%;796
SUDESTE;31;MG;311190;CANA VERDE;6;6.82%;1;1.14%;49;55.68%;16;18.18%;10;11.36%;6;6.82%;88
SUDESTE;31;MG;311170;CANAA;2;0.75%;6;2.24%;196;73.13%;48;17.91%;12;4.48%;4;1.49%;268
SUDESTE;31;MG;311180;CANAPOLIS;4;5.33%;1;1.33%;49;65.33%;15;20%;2;2.67%;4;5.33%;75
SUDESTE;31;MG;311200;CANDEIAS;8;1.42%;9;1.59%;323;57.17%;145;25.66%;49;8.67%;31;5.49%;565
SUDESTE;31;MG;311205;CANTAGALO;1;0.65%;3;1.95%;83;53.9%;31;20.13%;15;9.74%;21;13.64%;154
SUDESTE;31;MG;311210;CAPARAO;5;2.06%;5;2.06%;136;55.97%;45;18.52%;19;7.82%;33;13.58%;243
SUDESTE;31;MG;311220;CAPELA NOVA;8;4.91%;12;7.36%;103;63.19%;21;12.88%;13;7.98%;6;3.68%;163
SUDESTE;31;MG;311230;CAPELINHA;40;2.38%;41;2.44%;1.039;61.88%;334;19.89%;144;8.58%;81;4.82%;1.679
SUDESTE;31;MG;311240;CAPETINGA;1;0.91%;3;2.73%;70;63.64%;21;19.09%;8;7.27%;7;6.36%;110
SUDESTE;31;MG;311250;CAPIM BRANCO;1;0.35%;7;2.48%;203;71.99%;36;12.77%;23;8.16%;12;4.26%;282
SUDESTE;31;MG;311260;CAPINOPOLIS;14;4.05%;13;3.76%;194;56.07%;60;17.34%;30;8.67%;35;10.12%;346
SUDESTE;31;MG;311265;CAPITAO ANDRADE;1;0.53%;9;4.81%;127;67.91%;27;14.44%;12;6.42%;11;5.88%;187
SUDESTE;31;MG;311270;CAPITAO ENEAS;3;4.05%;0;-;55;74.32%;13;17.57%;2;2.7%;1;1.35%;74
SUDESTE;31;MG;311280;CAPITOLIO;7;1.84%;6;1.58%;246;64.74%;69;18.16%;26;6.84%;26;6.84%;380
SUDESTE;31;MG;311290;CAPUTIRA;18;3.86%;21;4.51%;256;54.94%;76;16.31%;57;12.23%;38;8.15%;466
SUDESTE;31;MG;311300;CARAI;14;1.63%;30;3.49%;561;65.23%;149;17.33%;64;7.44%;42;4.88%;860
SUDESTE;31;MG;311310;CARANAIBA;7;5.69%;3;2.44%;68;55.28%;25;20.33%;12;9.76%;8;6.5%;123
SUDESTE;31;MG;311320;CARANDAI;19;2.25%;25;2.97%;534;63.35%;146;17.32%;70;8.3%;49;5.81%;843
SUDESTE;31;MG;311330;CARANGOLA;11;3.28%;8;2.39%;188;56.12%;53;15.82%;41;12.24%;34;10.15%;335
SUDESTE;31;MG;311340;CARATINGA;49;2.52%;59;3.04%;1.187;61.09%;327;16.83%;185;9.52%;136;7%;1.943
SUDESTE;31;MG;311350;CARBONITA;14;2.74%;14;2.74%;320;62.62%;98;19.18%;44;8.61%;21;4.11%;511
SUDESTE;31;MG;311360;CAREACU;11;4.74%;10;4.31%;147;63.36%;42;18.1%;10;4.31%;12;5.17%;232
SUDESTE;31;MG;311370;CARLOS CHAGAS;25;2.61%;28;2.93%;574;59.98%;171;17.87%;78;8.15%;81;8.46%;957
SUDESTE;31;MG;311380;CARMESIA;4;5.88%;4;5.88%;45;66.18%;9;13.24%;4;5.88%;2;2.94%;68
SUDESTE;31;MG;311390;CARMO DA CACHOEIRA;0;-;7;2.98%;158;67.23%;43;18.3%;20;8.51%;7;2.98%;235
SUDESTE;31;MG;311400;CARMO DA MATA;3;1.11%;7;2.58%;168;61.99%;56;20.66%;19;7.01%;18;6.64%;271
SUDESTE;31;MG;311410;CARMO DE MINAS;5;0.89%;19;3.37%;397;70.52%;87;15.45%;36;6.39%;19;3.37%;563
SUDESTE;31;MG;311420;CARMO DO CAJURU;19;3.14%;11;1.82%;391;64.52%;117;19.31%;37;6.11%;31;5.12%;606
SUDESTE;31;MG;311430;CARMO DO PARANAIBA;11;1.74%;20;3.16%;399;63.03%;132;20.85%;51;8.06%;20;3.16%;633
SUDESTE;31;MG;311440;CARMO DO RIO CLARO;20;4.04%;23;4.65%;275;55.56%;98;19.8%;46;9.29%;33;6.67%;495
SUDESTE;31;MG;311450;CARMOPOLIS DE MINAS;8;1.34%;16;2.68%;355;59.56%;143;23.99%;42;7.05%;32;5.37%;596
SUDESTE;31;MG;311455;CARNEIRINHO;5;1.67%;17;5.67%;197;65.67%;46;15.33%;20;6.67%;15;5%;300
SUDESTE;31;MG;311460;CARRANCAS;2;0.91%;8;3.64%;135;61.36%;47;21.36%;14;6.36%;14;6.36%;220
SUDESTE;31;MG;311470;CARVALHOPOLIS;1;4.17%;2;8.33%;11;45.83%;4;16.67%;2;8.33%;4;16.67%;24
SUDESTE;31;MG;311480;CARVALHOS;6;4.05%;6;4.05%;79;53.38%;24;16.22%;20;13.51%;13;8.78%;148
SUDESTE;31;MG;311490;CASA GRANDE;4;5.8%;2;2.9%;49;71.01%;9;13.04%;4;5.8%;1;1.45%;69
SUDESTE;31;MG;311500;CASCALHO RICO;9;7.38%;9;7.38%;72;59.02%;16;13.11%;7;5.74%;9;7.38%;122
SUDESTE;31;MG;311510;CASSIA;3;0.71%;10;2.38%;278;66.03%;82;19.48%;29;6.89%;19;4.51%;421
SUDESTE;31;MG;311530;CATAGUASES;10;1.8%;6;1.08%;317;57.12%;129;23.24%;56;10.09%;37;6.67%;555
SUDESTE;31;MG;311535;CATAS ALTAS;5;2.63%;0;-;118;62.11%;47;24.74%;15;7.89%;5;2.63%;190
SUDESTE;31;MG;311540;CATAS ALTAS DA NORUEGA;6;3.66%;4;2.44%;102;62.2%;35;21.34%;12;7.32%;5;3.05%;164
SUDESTE;31;MG;311545;CATUJI;22;3.75%;26;4.44%;326;55.63%;89;15.19%;59;10.07%;64;10.92%;586
SUDESTE;31;MG;311547;CATUTI;6;3.77%;4;2.52%;120;75.47%;16;10.06%;6;3.77%;7;4.4%;159
SUDESTE;31;MG;311550;CAXAMBU;11;5.91%;5;2.69%;120;64.52%;29;15.59%;12;6.45%;9;4.84%;186
SUDESTE;31;MG;311560;CEDRO DO ABAETE;3;7.89%;1;2.63%;20;52.63%;5;13.16%;3;7.89%;6;15.79%;38
SUDESTE;31;MG;311570;CENTRAL DE MINAS;7;3.26%;6;2.79%;145;67.44%;31;14.42%;17;7.91%;9;4.19%;215
SUDESTE;31;MG;311580;CENTRALINA;2;1.35%;8;5.41%;103;69.59%;22;14.86%;5;3.38%;8;5.41%;148
SUDESTE;31;MG;311590;CHACARA;0;-;1;2.08%;33;68.75%;8;16.67%;3;6.25%;3;6.25%;48
SUDESTE;31;MG;311600;CHALE;3;0.79%;8;2.12%;221;58.47%;81;21.43%;36;9.52%;29;7.67%;378
SUDESTE;31;MG;311610;CHAPADA DO NORTE;10;1.9%;18;3.42%;365;69.39%;85;16.16%;32;6.08%;16;3.04%;526
SUDESTE;31;MG;311615;CHAPADA GAUCHA;30;3.35%;39;4.35%;591;65.96%;108;12.05%;74;8.26%;54;6.03%;896
SUDESTE;31;MG;311620;CHIADOR;4;4.6%;2;2.3%;50;57.47%;10;11.49%;11;12.64%;10;11.49%;87
SUDESTE;31;MG;311630;CIPOTANEA;5;2.55%;5;2.55%;125;63.78%;38;19.39%;11;5.61%;12;6.12%;196
SUDESTE;31;MG;311640;CLARAVAL;8;3.76%;3;1.41%;110;51.64%;45;21.13%;29;13.62%;18;8.45%;213
SUDESTE;31;MG;311650;CLARO DOS POCOES;18;5.68%;13;4.1%;222;70.03%;46;14.51%;11;3.47%;7;2.21%;317
SUDESTE;31;MG;311660;CLAUDIO;19;2.18%;26;2.98%;553;63.34%;156;17.87%;70;8.02%;49;5.61%;873
SUDESTE;31;MG;311670;COIMBRA;4;2.13%;11;5.85%;112;59.57%;25;13.3%;15;7.98%;21;11.17%;188
SUDESTE;31;MG;311680;COLUNA;5;1.29%;6;1.54%;265;68.12%;72;18.51%;26;6.68%;15;3.86%;389
SUDESTE;31;MG;311690;COMENDADOR GOMES;2;1.6%;1;0.8%;73;58.4%;24;19.2%;20;16%;5;4%;125
SUDESTE;31;MG;311700;COMERCINHO;3;0.97%;13;4.19%;226;72.9%;43;13.87%;12;3.87%;13;4.19%;310
SUDESTE;31;MG;311710;CONCEICAO DA APARECIDA;12;4.86%;16;6.48%;145;58.7%;33;13.36%;21;8.5%;20;8.1%;247
SUDESTE;31;MG;311520;CONCEICAO DA BARRA DE MINAS;2;1.67%;4;3.33%;71;59.17%;25;20.83%;8;6.67%;10;8.33%;120
SUDESTE;31;MG;311730;CONCEICAO DAS ALAGOAS;15;1.98%;24;3.17%;506;66.75%;122;16.09%;43;5.67%;48;6.33%;758
SUDESTE;31;MG;311720;CONCEICAO DAS PEDRAS;2;1.5%;2;1.5%;89;66.92%;25;18.8%;11;8.27%;4;3.01%;133
SUDESTE;31;MG;311740;CONCEICAO DE IPANEMA;1;0.98%;1;0.98%;59;57.84%;23;22.55%;11;10.78%;7;6.86%;102
SUDESTE;31;MG;311750;CONCEICAO DO MATO DENTRO;14;1.61%;21;2.41%;538;61.7%;177;20.3%;81;9.29%;41;4.7%;872
SUDESTE;31;MG;311760;CONCEICAO DO PARA;1;0.58%;11;6.36%;106;61.27%;33;19.08%;16;9.25%;6;3.47%;173
SUDESTE;31;MG;311770;CONCEICAO DO RIO VERDE;12;2.88%;24;5.76%;237;56.83%;79;18.94%;41;9.83%;24;5.76%;417
SUDESTE;31;MG;311780;CONCEICAO DOS OUROS;4;1.57%;6;2.36%;151;59.45%;52;20.47%;27;10.63%;14;5.51%;254
SUDESTE;31;MG;311783;CONEGO MARINHO;27;5.38%;17;3.39%;322;64.14%;77;15.34%;27;5.38%;32;6.37%;502
SUDESTE;31;MG;311787;CONFINS;5;4.9%;5;4.9%;61;59.8%;15;14.71%;8;7.84%;8;7.84%;102
SUDESTE;31;MG;311790;CONGONHAL;4;1.13%;15;4.23%;204;57.46%;66;18.59%;29;8.17%;37;10.42%;355
SUDESTE;31;MG;311800;CONGONHAS;23;2.32%;38;3.83%;635;64.08%;165;16.65%;63;6.36%;67;6.76%;991
SUDESTE;31;MG;311810;CONGONHAS DO NORTE;2;0.87%;11;4.78%;140;60.87%;46;20%;28;12.17%;3;1.3%;230
SUDESTE;31;MG;311820;CONQUISTA;2;0.91%;4;1.83%;137;62.56%;48;21.92%;12;5.48%;16;7.31%;219
SUDESTE;31;MG;311830;CONSELHEIRO LAFAIETE;50;2.55%;58;2.96%;1.152;58.84%;351;17.93%;183;9.35%;164;8.38%;1.958
SUDESTE;31;MG;311840;CONSELHEIRO PENA;26;6.42%;18;4.44%;205;50.62%;79;19.51%;48;11.85%;29;7.16%;405
SUDESTE;31;MG;311850;CONSOLACAO;2;2.02%;0;-;43;43.43%;28;28.28%;15;15.15%;11;11.11%;99
SUDESTE;31;MG;311860;CONTAGEM;59;1.89%;125;4.01%;2.136;68.55%;516;16.56%;167;5.36%;113;3.63%;3.116
SUDESTE;31;MG;311870;COQUEIRAL;13;5.16%;9;3.57%;159;63.1%;36;14.29%;18;7.14%;17;6.75%;252
SUDESTE;31;MG;311880;CORACAO DE JESUS;41;4.31%;49;5.15%;561;58.93%;145;15.23%;81;8.51%;75;7.88%;952
SUDESTE;31;MG;311890;CORDISBURGO;4;1.84%;5;2.3%;119;54.84%;30;13.82%;30;13.82%;29;13.36%;217
SUDESTE;31;MG;311900;CORDISLANDIA;3;2.13%;3;2.13%;84;59.57%;34;24.11%;15;10.64%;2;1.42%;141
SUDESTE;31;MG;311910;CORINTO;33;4.38%;42;5.57%;454;60.21%;128;16.98%;44;5.84%;53;7.03%;754
SUDESTE;31;MG;311920;COROACI;23;5.91%;14;3.6%;177;45.5%;74;19.02%;46;11.83%;55;14.14%;389
SUDESTE;31;MG;311930;COROMANDEL;3;1.08%;6;2.15%;178;63.8%;53;19%;21;7.53%;18;6.45%;279
SUDESTE;31;MG;311940;CORONEL FABRICIANO;79;4.22%;52;2.77%;1.068;56.99%;356;19%;183;9.77%;136;7.26%;1.874
SUDESTE;31;MG;311950;CORONEL MURTA;1;1.22%;4;4.88%;62;75.61%;10;12.2%;4;4.88%;1;1.22%;82
SUDESTE;31;MG;311960;CORONEL PACHECO;2;1.61%;3;2.42%;74;59.68%;29;23.39%;11;8.87%;5;4.03%;124
SUDESTE;31;MG;311970;CORONEL XAVIER CHAVES;1;1.23%;2;2.47%;54;66.67%;13;16.05%;6;7.41%;5;6.17%;81
SUDESTE;31;MG;311980;CORREGO DANTA;4;3.6%;3;2.7%;65;58.56%;22;19.82%;13;11.71%;4;3.6%;111
SUDESTE;31;MG;311990;CORREGO DO BOM JESUS;5;7.04%;5;7.04%;40;56.34%;10;14.08%;3;4.23%;8;11.27%;71
SUDESTE;31;MG;311995;CORREGO FUNDO;5;1.36%;9;2.45%;196;53.41%;81;22.07%;49;13.35%;27;7.36%;367
SUDESTE;31;MG;312000;CORREGO NOVO;32;21.62%;6;4.05%;55;37.16%;15;10.14%;17;11.49%;23;15.54%;148
SUDESTE;31;MG;312010;COUTO DE MAGALHAES DE MINAS;6;3.59%;6;3.59%;99;59.28%;28;16.77%;16;9.58%;12;7.19%;167
SUDESTE;31;MG;312015;CRISOLITA;119;26.56%;37;8.26%;187;41.74%;42;9.38%;30;6.7%;33;7.37%;448
SUDESTE;31;MG;312020;CRISTAIS;17;5.3%;8;2.49%;171;53.27%;65;20.25%;36;11.21%;24;7.48%;321
SUDESTE;31;MG;312030;CRISTALIA;4;1.89%;5;2.36%;125;58.96%;44;20.75%;21;9.91%;13;6.13%;212
SUDESTE;31;MG;312040;CRISTIANO OTONI;4;2.09%;4;2.09%;113;59.16%;47;24.61%;13;6.81%;10;5.24%;191
SUDESTE;31;MG;312050;CRISTINA;11;3.24%;7;2.06%;207;60.88%;72;21.18%;26;7.65%;17;5%;340
SUDESTE;31;MG;312060;CRUCILANDIA;4;2.63%;8;5.26%;86;56.58%;27;17.76%;12;7.89%;15;9.87%;152
SUDESTE;31;MG;312070;CRUZEIRO DA FORTALEZA;4;3.33%;5;4.17%;75;62.5%;19;15.83%;4;3.33%;13;10.83%;120
SUDESTE;31;MG;312080;CRUZILIA;6;1.52%;15;3.79%;251;63.38%;84;21.21%;23;5.81%;17;4.29%;396
SUDESTE;31;MG;312083;CUPARAQUE;5;3.82%;1;0.76%;71;54.2%;28;21.37%;13;9.92%;13;9.92%;131
SUDESTE;31;MG;312087;CURRAL DE DENTRO;15;3.37%;26;5.84%;284;63.82%;69;15.51%;32;7.19%;19;4.27%;445
SUDESTE;31;MG;312090;CURVELO;37;1.48%;60;2.4%;1.625;65.08%;416;16.66%;209;8.37%;150;6.01%;2.497
SUDESTE;31;MG;312100;DATAS;13;2.91%;12;2.69%;307;68.83%;69;15.47%;24;5.38%;21;4.71%;446
SUDESTE;31;MG;312110;DELFIM MOREIRA;6;2.59%;6;2.59%;144;62.07%;41;17.67%;17;7.33%;18;7.76%;232
SUDESTE;31;MG;312120;DELFINOPOLIS;3;0.92%;9;2.77%;217;66.77%;60;18.46%;23;7.08%;13;4%;325
SUDESTE;31;MG;312125;DELTA;4;0.8%;21;4.19%;289;57.68%;124;24.75%;43;8.58%;20;3.99%;501
SUDESTE;31;MG;312130;DESCOBERTO;0;-;1;5%;15;75%;3;15%;0;-;1;5%;20
SUDESTE;31;MG;312140;DESTERRO DE ENTRE RIOS;14;3.66%;13;3.4%;195;51.05%;76;19.9%;44;11.52%;40;10.47%;382
SUDESTE;31;MG;312150;DESTERRO DO MELO;3;1.85%;5;3.09%;110;67.9%;26;16.05%;14;8.64%;4;2.47%;162
SUDESTE;31;MG;312160;DIAMANTINA;45;3.54%;52;4.09%;822;64.72%;202;15.91%;94;7.4%;55;4.33%;1.270
SUDESTE;31;MG;312170;DIOGO DE VASCONCELOS;6;3.31%;6;3.31%;82;45.3%;30;16.57%;18;9.94%;39;21.55%;181
SUDESTE;31;MG;312180;DIONISIO;1;0.58%;2;1.17%;91;53.22%;33;19.3%;17;9.94%;27;15.79%;171
SUDESTE;31;MG;312190;DIVINESIA;1;0.36%;2;0.72%;168;60.87%;59;21.38%;35;12.68%;11;3.99%;276
SUDESTE;31;MG;312200;DIVINO;10;2.61%;7;1.83%;175;45.69%;63;16.45%;42;10.97%;86;22.45%;383
SUDESTE;31;MG;312210;DIVINO DAS LARANJEIRAS;1;0.53%;6;3.19%;121;64.36%;31;16.49%;16;8.51%;13;6.91%;188
SUDESTE;31;MG;312220;DIVINOLANDIA DE MINAS;11;2.34%;14;2.97%;248;52.65%;100;21.23%;57;12.1%;41;8.7%;471
SUDESTE;31;MG;312230;DIVINOPOLIS;79;2.09%;157;4.15%;2.584;68.36%;599;15.85%;234;6.19%;127;3.36%;3.780
SUDESTE;31;MG;312235;DIVISA ALEGRE;9;2.31%;16;4.1%;270;69.23%;63;16.15%;16;4.1%;16;4.1%;390
SUDESTE;31;MG;312240;DIVISA NOVA;2;1.98%;1;0.99%;69;68.32%;18;17.82%;8;7.92%;3;2.97%;101
SUDESTE;31;MG;312245;DIVISOPOLIS;7;3.72%;7;3.72%;103;54.79%;40;21.28%;11;5.85%;20;10.64%;188
SUDESTE;31;MG;312247;DOM BOSCO;12;10.26%;6;5.13%;61;52.14%;20;17.09%;9;7.69%;9;7.69%;117
SUDESTE;31;MG;312250;DOM CAVATI;1;0.99%;6;5.94%;65;64.36%;19;18.81%;4;3.96%;6;5.94%;101
SUDESTE;31;MG;312260;DOM JOAQUIM;14;8.19%;13;7.6%;101;59.06%;25;14.62%;6;3.51%;12;7.02%;171
SUDESTE;31;MG;312270;DOM SILVERIO;8;5.93%;4;2.96%;75;55.56%;21;15.56%;14;10.37%;13;9.63%;135
SUDESTE;31;MG;312280;DOM VICOSO;5;7.25%;4;5.8%;43;62.32%;6;8.7%;4;5.8%;7;10.14%;69
SUDESTE;31;MG;312290;DONA EUSEBIA;4;3.51%;4;3.51%;60;52.63%;24;21.05%;12;10.53%;10;8.77%;114
SUDESTE;31;MG;312300;DORES DE CAMPOS;8;8.08%;3;3.03%;61;61.62%;8;8.08%;6;6.06%;13;13.13%;99
SUDESTE;31;MG;312310;DORES DE GUANHAES;4;2.76%;6;4.14%;82;56.55%;21;14.48%;10;6.9%;22;15.17%;145
SUDESTE;31;MG;312320;DORES DO INDAIA;9;2.64%;9;2.64%;217;63.64%;57;16.72%;29;8.5%;20;5.87%;341
SUDESTE;31;MG;312330;DORES DO TURVO;3;2.08%;4;2.78%;77;53.47%;27;18.75%;16;11.11%;17;11.81%;144
SUDESTE;31;MG;312340;DORESOPOLIS;1;0.93%;3;2.78%;56;51.85%;27;25%;15;13.89%;6;5.56%;108
SUDESTE;31;MG;312350;DOURADOQUARA;0;-;2;3.92%;25;49.02%;13;25.49%;8;15.69%;3;5.88%;51
SUDESTE;31;MG;312352;DURANDE;19;4.11%;21;4.55%;245;53.03%;93;20.13%;40;8.66%;44;9.52%;462
SUDESTE;31;MG;312360;ELOI MENDES;16;1.99%;15;1.86%;495;61.49%;173;21.49%;55;6.83%;51;6.34%;805
SUDESTE;31;MG;312370;ENGENHEIRO CALDAS;7;2.3%;17;5.57%;184;60.33%;44;14.43%;34;11.15%;19;6.23%;305
SUDESTE;31;MG;312380;ENGENHEIRO NAVARRO;40;8.97%;20;4.48%;245;54.93%;75;16.82%;41;9.19%;25;5.61%;446
SUDESTE;31;MG;312385;ENTRE FOLHAS;19;8.41%;9;3.98%;113;50%;46;20.35%;15;6.64%;24;10.62%;226
SUDESTE;31;MG;312390;ENTRE RIOS DE MINAS;15;2.6%;20;3.46%;345;59.69%;98;16.96%;56;9.69%;44;7.61%;578
SUDESTE;31;MG;312400;ERVALIA;28;4.74%;31;5.25%;350;59.22%;110;18.61%;46;7.78%;26;4.4%;591
SUDESTE;31;MG;312410;ESMERALDAS;47;3.24%;63;4.34%;925;63.75%;229;15.78%;116;7.99%;71;4.89%;1.451
SUDESTE;31;MG;312420;ESPERA FELIZ;38;6.53%;28;4.81%;308;52.92%;92;15.81%;60;10.31%;56;9.62%;582
SUDESTE;31;MG;312430;ESPINOSA;71;4.65%;67;4.39%;896;58.68%;233;15.26%;120;7.86%;140;9.17%;1.527
SUDESTE;31;MG;312440;ESPIRITO SANTO DO DOURADO;0;-;3;1.91%;110;70.06%;31;19.75%;10;6.37%;3;1.91%;157
SUDESTE;31;MG;312450;ESTIVA;0;-;0;-;16;84.21%;3;15.79%;0;-;0;-;19
SUDESTE;31;MG;312460;ESTRELA DALVA;0;-;3;3.7%;51;62.96%;13;16.05%;7;8.64%;7;8.64%;81
SUDESTE;31;MG;312470;ESTRELA DO INDAIA;0;-;0;-;60;70.59%;16;18.82%;3;3.53%;6;7.06%;85
SUDESTE;31;MG;312480;ESTRELA DO SUL;5;2.46%;11;5.42%;147;72.41%;23;11.33%;8;3.94%;9;4.43%;203
SUDESTE;31;MG;312490;EUGENOPOLIS;10;2.16%;13;2.8%;264;56.9%;73;15.73%;40;8.62%;64;13.79%;464
SUDESTE;31;MG;312500;EWBANK DA CAMARA;2;0.93%;6;2.79%;106;49.3%;47;21.86%;22;10.23%;32;14.88%;215
SUDESTE;31;MG;312510;EXTREMA;30;3.18%;62;6.57%;610;64.62%;163;17.27%;55;5.83%;24;2.54%;944
SUDESTE;31;MG;312520;FAMA;1;1.59%;0;-;44;69.84%;14;22.22%;3;4.76%;1;1.59%;63
SUDESTE;31;MG;312530;FARIA LEMOS;0;-;0;-;1;100%;0;-;0;-;0;-;1
SUDESTE;31;MG;312540;FELICIO DOS SANTOS;3;1.18%;7;2.76%;181;71.26%;38;14.96%;13;5.12%;12;4.72%;254
SUDESTE;31;MG;312560;FELISBURGO;0;-;4;3.81%;68;64.76%;20;19.05%;11;10.48%;2;1.9%;105
SUDESTE;31;MG;312570;FELIXLANDIA;28;4.81%;30;5.15%;326;56.01%;84;14.43%;33;5.67%;81;13.92%;582
SUDESTE;31;MG;312580;FERNANDES TOURINHO;1;0.79%;3;2.36%;80;62.99%;20;15.75%;15;11.81%;8;6.3%;127
SUDESTE;31;MG;312590;FERROS;10;4.83%;6;2.9%;133;64.25%;34;16.43%;17;8.21%;7;3.38%;207
SUDESTE;31;MG;312595;FERVEDOURO;21;3.55%;23;3.89%;337;57.02%;122;20.64%;57;9.64%;31;5.25%;591
SUDESTE;31;MG;312600;FLORESTAL;1;0.68%;3;2.03%;108;72.97%;24;16.22%;5;3.38%;7;4.73%;148
SUDESTE;31;MG;312610;FORMIGA;9;1.28%;20;2.84%;466;66.19%;145;20.6%;40;5.68%;24;3.41%;704
SUDESTE;31;MG;312620;FORMOSO;18;3.43%;22;4.19%;361;68.76%;77;14.67%;27;5.14%;20;3.81%;525
SUDESTE;31;MG;312630;FORTALEZA DE MINAS;0;-;3;2.75%;64;58.72%;27;24.77%;10;9.17%;5;4.59%;109
SUDESTE;31;MG;312640;FORTUNA DE MINAS;3;2.46%;4;3.28%;81;66.39%;17;13.93%;10;8.2%;7;5.74%;122
SUDESTE;31;MG;312650;FRANCISCO BADARO;19;7.12%;13;4.87%;188;70.41%;24;8.99%;10;3.75%;13;4.87%;267
SUDESTE;31;MG;312660;FRANCISCO DUMONT;16;5.61%;6;2.11%;166;58.25%;53;18.6%;22;7.72%;22;7.72%;285
SUDESTE;31;MG;312670;FRANCISCO SA;20;3.33%;26;4.33%;404;67.22%;68;11.31%;34;5.66%;49;8.15%;601
SUDESTE;31;MG;312675;FRANCISCOPOLIS;7;2.57%;12;4.41%;162;59.56%;55;20.22%;23;8.46%;13;4.78%;272
SUDESTE;31;MG;312680;FREI GASPAR;3;1.83%;7;4.27%;94;57.32%;30;18.29%;16;9.76%;14;8.54%;164
SUDESTE;31;MG;312690;FREI INOCENCIO;1;0.75%;4;3.01%;82;61.65%;26;19.55%;9;6.77%;11;8.27%;133
SUDESTE;31;MG;312695;FREI LAGONEGRO;0;-;0;-;43;64.18%;14;20.9%;7;10.45%;3;4.48%;67
SUDESTE;31;MG;312700;FRONTEIRA;16;4.01%;14;3.51%;246;61.65%;64;16.04%;37;9.27%;22;5.51%;399
SUDESTE;31;MG;312705;FRONTEIRA DOS VALES;9;7.44%;5;4.13%;75;61.98%;19;15.7%;9;7.44%;4;3.31%;121
SUDESTE;31;MG;312707;FRUTA DE LEITE;3;1.83%;6;3.66%;113;68.9%;25;15.24%;8;4.88%;9;5.49%;164
SUDESTE;31;MG;312710;FRUTAL;8;1.11%;22;3.04%;512;70.82%;113;15.63%;37;5.12%;31;4.29%;723
SUDESTE;31;MG;312720;FUNILANDIA;5;4.31%;8;6.9%;72;62.07%;20;17.24%;5;4.31%;6;5.17%;116
SUDESTE;31;MG;312730;GALILEIA;26;7.41%;13;3.7%;169;48.15%;56;15.95%;33;9.4%;54;15.38%;351
SUDESTE;31;MG;312733;GAMELEIRAS;3;0.89%;10;2.97%;236;70.03%;68;20.18%;13;3.86%;7;2.08%;337
SUDESTE;31;MG;312735;GLAUCILANDIA;4;7.69%;3;5.77%;28;53.85%;8;15.38%;4;7.69%;5;9.62%;52
SUDESTE;31;MG;312737;GOIABEIRA;1;0.78%;3;2.33%;81;62.79%;18;13.95%;15;11.63%;11;8.53%;129
SUDESTE;31;MG;312738;GOIANA;1;1.05%;5;5.26%;58;61.05%;15;15.79%;6;6.32%;10;10.53%;95
SUDESTE;31;MG;312740;GONCALVES;1;1.89%;2;3.77%;33;62.26%;9;16.98%;6;11.32%;2;3.77%;53
SUDESTE;31;MG;312750;GONZAGA;2;1.25%;3;1.88%;94;58.75%;41;25.63%;9;5.63%;11;6.88%;160
SUDESTE;31;MG;312760;GOUVEIA;10;2.92%;14;4.09%;218;63.74%;54;15.79%;21;6.14%;25;7.31%;342
SUDESTE;31;MG;312770;GOVERNADOR VALADARES;269;5.09%;196;3.71%;2.741;51.83%;966;18.27%;451;8.53%;665;12.58%;5.288
SUDESTE;31;MG;312780;GRAO MOGOL;11;1.59%;58;8.38%;479;69.22%;77;11.13%;40;5.78%;27;3.9%;692
SUDESTE;31;MG;312790;GRUPIARA;1;4%;0;-;15;60%;3;12%;4;16%;2;8%;25
SUDESTE;31;MG;312800;GUANHAES;42;3.58%;29;2.47%;695;59.25%;232;19.78%;107;9.12%;68;5.8%;1.173
SUDESTE;31;MG;312810;GUAPE;16;2.49%;22;3.42%;395;61.43%;119;18.51%;46;7.15%;45;7%;643
SUDESTE;31;MG;312820;GUARACIABA;26;7.32%;13;3.66%;196;55.21%;51;14.37%;32;9.01%;37;10.42%;355
SUDESTE;31;MG;312825;GUARACIAMA;4;1.55%;13;5.04%;145;56.2%;35;13.57%;36;13.95%;25;9.69%;258
SUDESTE;31;MG;312830;GUARANESIA;8;0.93%;43;5%;616;71.63%;116;13.49%;39;4.53%;38;4.42%;860
